row_label_raw,row_label_full,Họ và tên,Chức vụ,numeric__Chức vụ
Ông Võ Trường Sơn,Ông Võ Trường Sơn,Ông Võ Trường Sơn,Tổng Giám đốc,
Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng Giám đốc,
Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Phó Tổng Giám đốc,
