row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lợi nhuận (lỗ) kế toán trước thuế,Tổng lợi nhuận (lỗ) kế toán trước thuế,Tổng lợi nhuận (lỗ) kế toán trước thuế,182.804.560,(300.905.956),182804560.0,-300905956.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí lãi vay không được trừ,Các khoản điều chỉnh: > Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,65.818.845,39.660.589,65818845.0,39660589.0
Chênh lệch tỷ giá chưa thực hiện,Các khoản điều chỉnh: > Chênh lệch tỷ giá chưa thực hiện,Chênh lệch tỷ giá chưa thực hiện,(12.077.230),5.272.700,-12077230.0,5272700.0
Thu nhập cổ tức,Các khoản điều chỉnh: > Thu nhập cổ tức,Thu nhập cổ tức,(39.023.705),(79.956),-39023705.0,-79956.0
Thay đổi các khoản dự phòng,Các khoản điều chỉnh: > Thay đổi các khoản dự phòng,Thay đổi các khoản dự phòng,(224.476.856),584.582.751,-224476856.0,584582751.0
Lỗ thuế chưa ghi nhận tài sản thuế hoãn lại,Các khoản điều chỉnh: > Lỗ thuế chưa ghi nhận tài sản thuế hoãn lại,Lỗ thuế chưa ghi nhận tài sản thuế hoãn lại,4.686.984,-,4686984.0,
Các chi phí không được khấu trừ khác,Các khoản điều chỉnh: > Các chi phí không được khấu trừ khác,Các chi phí không được khấu trừ khác,22.267.402,6.131.625,22267402.0,6131625.0
Lợi nhuận tính thuế ước tính trong năm hiện hành,Các khoản điều chỉnh: > Lợi nhuận tính thuế ước tính trong năm hiện hành,Lợi nhuận tính thuế ước tính trong năm hiện hành,-,334.661.753,,334661753.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(334.661.753),,-334661753.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,-,-,,
Thuế TNDN phải trả đầu năm,Chi phí thuế TNDN hiện hành > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,65.230,65.230,65230.0,65230.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,-,-,,
Thuế TNDN phải trả cuối năm (TM số 17),Thuế TNDN đã trả trong năm > Thuế TNDN phải trả cuối năm (TM số 17),Thuế TNDN phải trả cuối năm (TM số 17),65.230,65.230,65230.0,65230.0
