row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,9.056.081.842,9.124.960.278,,,9056081842.0,9124960278.0
310,310,310,I. Nợ ngắn hạn,,4.969.402.909,3.514.294.112,,,4969402909.0,3514294112.0
311,311,311,1. Phải trả người bán ngắn hạn,15,271.216.701,217.956.730,,15.0,271216701.0,217956730.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,10.396.667,9.815.154,,16.0,10396667.0,9815154.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,4.266.210,2.449.134,,17.0,4266210.0,2449134.0
314,314,314,4. Phải trả người lao động,,9.444.653,9.329.446,,,9444653.0,9329446.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,2.592.059.332,1.981.131.695,,18.0,2592059332.0,1981131695.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,-,81.818,,,,81818.0
319,319,319,7. Phải trả ngắn hạn khác,19,123.189.887,99.841.873,,19.0,123189887.0,99841873.0
320,320,320,8. Vay ngắn hạn,20,1.958.725.949,1.193.584.752,,20.0,1958725949.0,1193584752.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,103.510,103.510,,,103510.0,103510.0
330,330,330,II. Nợ dài hạn,,4.086.678.933,5.610.666.166,,,4086678933.0,5610666166.0
333,333,333,1. Chi phí phải trả dài hạn,18,490.236.779,653.649.038,,18.0,490236779.0,653649038.0
337,337,337,2. Phải trả dài hạn khác,19,7.666.626,7.666.626,,19.0,7666626.0,7666626.0
338,338,338,3. Vay dài hạn,20,3.581.600.405,4.943.908.006,,20.0,3581600405.0,4943908006.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,27.2,1.810.289,-,,272.0,1810289.0,
342,342,342,5. Dự phòng phải trả dài hạn,,5.364.834,5.442.496,,,5364834.0,5442496.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,6.015.405.582,5.837.668.469,,,6015405582.0,5837668469.0
410,410,410,I. Vốn chủ sở hữu,21.1,6.015.405.582,5.837.668.469,,211.0,6015405582.0,5837668469.0
411,411,411,1. Vốn cổ phần,,9.274.679.470,9.274.679.470,,,9274679470.0,9274679470.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,9.274.679.470,9.274.679.470,,,9274679470.0,9274679470.0
415,415,415,2. Cổ phiếu quỹ,,(686.640),(686.640),,,-686640.0,-686640.0
418,418,418,3. Quỹ đầu tư phát triển,,279.895.303,279.895.303,,,279895303.0,279895303.0
421,421,421,4. Lỗ lũy kế,,(3.538.482.551),(3.716.219.664),,,-3538482551.0,-3716219664.0
421a,421a,421a,- Lỗ lũy kế đến cuối năm trước,,(3.718.871.665),(3.415.894.804),,,-3718871665.0,-3415894804.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối (lỗ) trong năm,,180.389.114,(300.324.860),,,180389114.0,-300324860.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,15.071.487.424,14.962.628.747,,,15071487424.0,14962628747.0
