row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Cho vay ngắn hạn các bên liên quan (TM số 28) (i),Ngắn hạn > Cho vay ngắn hạn các bên liên quan (TM số 28) (i),Cho vay ngắn hạn các bên liên quan (TM số 28) (i),4.380.567.822,6.182.020.478,4380567822.0,6182020478.0
Cho vay ngắn hạn các bên khác,Ngắn hạn > Cho vay ngắn hạn các bên khác,Cho vay ngắn hạn các bên khác,45.755.286,72.534.003,45755286.0,72534003.0
,,,4.426.323.108,6.254.554.481,4426323108.0,6254554481.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Cho vay dài hạn các bên liên quan (TM số 28) (i),Dài hạn > Cho vay dài hạn các bên liên quan (TM số 28) (i),Cho vay dài hạn các bên liên quan (TM số 28) (i),1.797.818.771,2.441.079.159,1797818771.0,2441079159.0
Cho vay dài hạn các bên khác,Dài hạn > Cho vay dài hạn các bên khác,Cho vay dài hạn các bên khác,17.526.263,17.483.365,17526263.0,17483365.0
,,,1.815.345.034,2.458.562.524,1815345034.0,2458562524.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,6.241.668.142,8.713.117.005,6241668142.0,8713117005.0
Dự phòng phải thu về cho vay khó đòi,Dài hạn > Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,(67.371.929),(1.324.625.696),-67371929.0,-1324625696.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,6.174.296.213,7.388.491.309,6174296213.0,7388491309.0
