row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc",3 - 50,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",3 - 13,
Phương tiện vận tải và thiết bị truyền dẫn,Phương tiện vận tải và thiết bị truyền dẫn,Phương tiện vận tải và thiết bị truyền dẫn,3 - 13,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,3 - 10,
Tài sản cố định khác (bao gồm các công trình khí),Tài sản cố định khác (bao gồm các công trình khí),Tài sản cố định khác (bao gồm các công trình khí),3 - 20,
