row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,68.081.754.436.962,57.781.165.655.857,,1.0,24.0,68081754436962.0,57781165655857.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,68.081.754.436.962,57.781.165.655.857,,10.0,,68081754436962.0,57781165655857.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,25,53.179.180.415.062,45.124.034.380.506,,11.0,25.0,53179180415062.0,45124034380506.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,14.902.574.021.900,12.657.131.275.351,,20.0,,14902574021900.0,12657131275351.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,27,1.620.949.507.181,1.379.903.825.525,,21.0,27.0,1620949507181.0,1379903825525.0
7.,7.,7.,Chi phí tài chính,22,28,731.122.211.190,491.209.423.305,,22.0,28.0,731122211190.0,491209423305.0
,,,- Trong đó: Chi phí lãi vay,23,,397.728.596.751,215.508.804.352,,23.0,,397728596751.0,215508804352.0
8.,8.,8.,Chi phí bán hàng,25,29,933.192.443.846,663.851.710.372,,25.0,29.0,933192443846.0,663851710372.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,778.032.242.333,742.343.968.741,,26.0,29.0,778032242333.0,742343968741.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,14.081.176.631.712,12.139.629.998.458,,30.0,,14081176631712.0,12139629998458.0
11.,11.,11.,Thu nhập khác,31,30,5.146.003.924,62.457.342.012,,31.0,30.0,5146003924.0,62457342012.0
12.,12.,12.,Chi phí khác,32,31,55.843.390.139,34.942.620.463,,32.0,31.0,55843390139.0,34942620463.0
13.,13.,13.,(Lỗ)/lợi nhuận khác (40=31-32),40,,(50.697.386.215),27.514.721.549,,40.0,,-50697386215.0,27514721549.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,14.030.479.245.497,12.167.144.720.007,,50.0,,14030479245497.0,12167144720007.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,2.648.676.211.738,2.496.679.187.142,,51.0,32.0,2648676211738.0,2496679187142.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,11.381.803.033.759,9.670.465.532.865,,60.0,,11381803033759.0,9670465532865.0
