row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 972.510.000.000 > 1.110.971.538.461 > 1.874.149.615.385 > 346.153.846.154,Số đầu nămVND > 951.930.000.000 > 1.534.535.664.215 > 4.148.811.933.561 > 1.481.212.424.939,numeric__Số cuối nămVND > 972.510.000.000 > 1.110.971.538.461 > 1.874.149.615.385 > 346.153.846.154,numeric__Số đầu nămVND > 951.930.000.000 > 1.534.535.664.215 > 4.148.811.933.561 > 1.481.212.424.939
,,,4.303.785.000.000,8.116.490.022.715,4303785000000.0,8116490022715.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,972.510.000.000,951.930.000.000,972510000000.0,951930000000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,3.331.275.000.000,7.164.560.022.715,3331275000000.0,7164560022715.0
