row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,13.548.110.980.534,15.918.681.508.794,,300.0,,13548110980534.0,15918681508794.0
I.,I.,I.,Nợ ngắn hạn,310,,10.172.487.058.625,8.723.352.484.286,,310.0,,10172487058625.0,8723352484286.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,1.991.718.876.199,1.477.623.114.563,,311.0,15.0,1991718876199.0,1477623114563.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,35.502.846.529,30.881.258.291,,312.0,,35502846529.0,30881258291.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,696.856.761.624,1.061.750.041.462,,313.0,16.0,696856761624.0,1061750041462.0
4.,4.,4.,Phải trả người lao động,314,,114.801.326.505,85.324.764.622,,314.0,,114801326505.0,85324764622.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,5.425.003.519.385,4.312.798.082.399,,315.0,17.0,5425003519385.0,4312798082399.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,-,7.726.465.660,,318.0,,,7726465660.0
7.,7.,7.,Phải trả ngắn hạn khác,319,18,597.383.795.781,582.940.368.887,,319.0,18.0,597383795781.0,582940368887.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,20,972.510.000.000,951.930.000.000,,320.0,20.0,972510000000.0,951930000000.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,338.709.932.602,212.378.388.402,,322.0,,338709932602.0,212378388402.0
II.,II.,II.,Nợ dài hạn,330,,3.375.623.921.909,7.195.329.024.508,,330.0,,3375623921909.0,7195329024508.0
1.,1.,1.,Phải trả dài hạn khác,337,18,4.952.785.411,4.876.032.096,,337.0,18.0,4952785411.0,4876032096.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,20,3.331.275.000.000,7.164.560.022.715,,338.0,20.0,3331275000000.0,7164560022715.0
3.,3.,3.,Dự phòng phải trả dài hạn,342,21,18.765.601.404,12.500.208.452,,342.0,21.0,18765601404.0,12500208452.0
4.,4.,4.,Quỹ phát triển khoa học và công nghệ,343,,20.630.535.094,13.392.761.245,,343.0,,20630535094.0,13392761245.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,45.197.597.669.579,41.659.786.097.852,,400.0,,45197597669579.0,41659786097852.0
I.,I.,I.,Vốn chủ sở hữu,410,22,45.197.597.669.579,41.659.786.097.852,,410.0,22.0,45197597669579.0,41659786097852.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,19.139.500.000.000,19.139.500.000.000,,411.0,,19139500000000.0,19139500000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,19.139.500.000.000,19.139.500.000.000,,,,19139500000000.0,19139500000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,210.679.541.297,189.746.727.266,,412.0,,210679541297.0,189746727266.0
3.,3.,3.,Cổ phiếu quỹ,415,,-,(40.111.223.937),,415.0,,,-40111223937.0
4.,4.,4.,Quỹ đãu tư phát triển,418,,14.539.253.148.710,14.539.253.148.710,,418.0,,14539253148710.0,14539253148710.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,11.308.164.979.572,7.831.397.445.813,,421.0,,11308164979572.0,7831397445813.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,3.871.761.945.813,2.093.128.052.948,,,,3871761945813.0,2093128052948.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,7.436.403.033.759,5.738.269.392.865,,,,7436403033759.0,5738269392865.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,TỔNG CỘNG TY KHI VIỆT NAM CỔ PHÁN HINHA BE TR HOCKH MNH,57.578.467.606.646,,440.0,,,57578467606646.0
Đặng Thị Hồng Yến Người lập biểu,Đặng Thị Hồng Yến Người lập biểu,Đặng Thị Hồng Yến Người lập biểu,Đặng Thị Hồng Yến Người lập biểu,Trần Thị Hoàng Anh Phó Ban Kế toán phụ trách công tác kê toán,Trần Thị Hoàng Anh Phó Ban Kế toán phụ trách công tác kê toán,Dương Mạnh Sơn Tổng Giám đốc,Dương Mạnh Sơn Tổng Giám đốc,,,,,
