row_label_raw,row_label_full,col_0,Vay,Trái phiếu,VNDTổng cộng,numeric__Vay,numeric__Trái phiếu,numeric__VNDTổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,1.591.417.894.413,2.016.669.304.318,3.608.087.198.731,1591417894413.0,2016669304318.0,3608087198731.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,2.595.399.693.137,1.000.000.000.000,3.595.399.693.137,2595399693137.0,1000000000000.0,3595399693137.0
Tiền chi trả nợ gốc,Tiền chi trả nợ gốc,Tiền chi trả nợ gốc,(2.021.389.404.720),-,(2.021.389.404.720),-2021389404720.0,,-2021389404720.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,,(40.731.549.258),(40.731.549.258),,-40731549258.0,-40731549258.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,-,37.938.159.279,37.938.159.279,,37938159279.0,37938159279.0
Số cuối năm,Số cuối năm,Số cuối năm,2.165.428.182.830,3.013.875.914.339,5.179.304.097.169,2165428182830.0,3013875914339.0,5179304097169.0
