row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,23.720.012.081.453,21.784.168.708.987,,,23720012081453.0,21784168708987.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,3.773.258.514.376,3.111.621.576.852,,5.0,3773258514376.0,3111621576852.0
111,111,111,1. Tiền,,536.088.166.013,1.265.161.762.459,,,536088166013.0,1265161762459.0
112,112,112,2. Các khoản tương đương tiền,,3.237.170.348.363,1.846.459.814.393,,,3237170348363.0,1846459814393.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,987.365.844.583,743.668.846.722,,6.0,987365844583.0,743668846722.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,987.365.844.583,743.668.846.722,,,987365844583.0,743668846722.0
130,130,130,III. Các khoản phải thu ngắn hạn,,3.569.826.440.405,1.934.247.155.069,,,3569826440405.0,1934247155069.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,1.309.886.554.022,720.041.081.713,,7.0,1309886554022.0,720041081713.0
132,132,132,2. Trả trước cho người bán ngắn hạn,8,1.232.260.845.097,524.156.640.733,,8.0,1232260845097.0,524156640733.0
135,135,135,3. Phải thu về cho vay ngắn hạn,9,106.289.212.750,88.778.500.000,,9.0,106289212750.0,88778500000.0
136,136,136,4. Phải thu ngắn hạn khác,10,939.892.313.505,609.741.665.785,,10.0,939892313505.0,609741665785.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"7, 10",(18.502.484.969),(8.470.733.162),,,-18502484969.0,-8470733162.0
140,140,140,IV. Hàng tồn kho,11,14.830.200.081.461,15.489.869.189.364,,11.0,14830200081461.0,15489869189364.0
141,141,141,1. Hàng tồn kho,,14.900.034.678.237,15.561.054.094.364,,,14900034678237.0,15561054094364.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(69.834.596.776),(71.184.905.000),,,-69834596776.0,-71184905000.0
150,150,150,V. Tài sản ngắn hạn khác,,559.361.200.628,504.761.940.980,,,559361200628.0,504761940980.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,252.811.593.759,262.404.819.796,,12.0,252811593759.0,262404819796.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,21,305.520.152.552,240.817.577.520,,21.0,305520152552.0,240817577520.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,1.029.454.317,1.539.543.664,,21.0,1029454317.0,1539543664.0
