row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phầnĐầu tư Thái Bình,Công ty Cổ phầnĐầu tư Thái Bình,Công ty Cổ phầnĐầu tư Thái Bình,Chuyển nhượng vốnNhận chuyển nhượngcố phầnTạm ứng mua cố phầnNhận góp vốn,572.669.491.525358.600.000.000293.769.491.52564.830.508.475,----,,5.726694915253586e+46,
NNH Mizuki,NNH Mizuki,NNH Mizuki,Doanh thu từ dịch vụquản lý dự án (°)Thu nhập cổ tức,158.946.384.24946.000.000.000,141.007.036.54766.010.958.904,,1.5894638424946e+22,1.410070365476601e+22
Công ty TNHHĐầu tư Tân Hiệp,Công ty TNHHĐầu tư Tân Hiệp,Công ty TNHHĐầu tư Tân Hiệp,Chuyển nhượng vốnTạm ứng mua cố phầnNhận góp vốn,89.830.508.47550.000.000.000-,39.830.508.47510.169.491.525,,,3.9830508475101694e+21
Công ty TNHHAnabuki NLHousing Service Việt Nam,Công ty TNHHAnabuki NLHousing Service Việt Nam,Công ty TNHHAnabuki NLHousing Service Việt Nam,Phí dịch vụ quản lýDoanh thu từ dịch vụquản lý dự án (°),6.691.091.2791.688.382.656,----,,6.691091279168838e+19,
Southgate,Southgate,Southgate,Doanh thu từ dịch vụquản lý dự án (°)Bán dự án (°)Thu nhập cổ tứcDịch vụ khác (*),----,234.610.237.095102.372.422.24134.402.910.95922.476.552.326,,,2.3461023709510236e+45
Doanh thu với bên liên quan (TM số 30),Doanh thu với bên liên quan (TM số 30),Doanh thu với bên liên quan (TM số 30),Doanh thu với bên liên quan (TM số 30),160.634.766.905,500.466.248.209,,160634766905.0,500466248209.0
