row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,
Vay ngắn hạn từ ngân hàng (TM số 24.1),Vay ngắn hạn > Vay ngắn hạn từ ngân hàng (TM số 24.1),Vay ngắn hạn từ ngân hàng (TM số 24.1),919.137.730.587,648.022.262.375,919137730587.0,648022262375.0
Trái phiếu dài hạn đến hạn trả (TM số 24.4),Vay ngắn hạn > Trái phiếu dài hạn đến hạn trả (TM số 24.4),Trái phiếu dài hạn đến hạn trả (TM số 24.4),449.288.518.327,-,449288518327.0,
Vay ngắn hạn từ cá nhân (TM số 24.3),Vay ngắn hạn > Vay ngắn hạn từ cá nhân (TM số 24.3),Vay ngắn hạn từ cá nhân (TM số 24.3),408.000.000.000,-,408000000000.0,
Vay dài hạn đến hạn trả từ ngân hàng (TM số 24.2),Vay ngắn hạn > Vay dài hạn đến hạn trả từ ngân hàng (TM số 24.2),Vay dài hạn đến hạn trả từ ngân hàng (TM số 24.2),27.644.565.225,644.711.091.430,27644565225.0,644711091430.0
,,,1.804.070.814.139,1.292.733.353.805,1804070814139.0,1292733353805.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,
Trái phiếu (TM số 24.4),Vay dài hạn > Trái phiếu (TM số 24.4),Trái phiếu (TM số 24.4),2.564.587.396.012,2.016.669.304.318,2564587396012.0,2016669304318.0
Vay dài hạn từ ngân hàng (TM số 24.2),Vay dài hạn > Vay dài hạn từ ngân hàng (TM số 24.2),Vay dài hạn từ ngân hàng (TM số 24.2),810.645.887.018,298.684.540.608,810645887018.0,298684540608.0
,,,3.375.233.283.030,2.315.353.844.926,3375233283030.0,2315353844926.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,5.179.304.097.169,3.608.087.198.731,5179304097169.0,3608087198731.0
