row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,4.338.841.417.665,5.205.519.498.702,4338841417665.0,5205519498702.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán quyền sử dụng đất, căn hộ,nhà phố và biết thư","Trong đó: > Doanh thu bán quyền sử dụng đất, căn hộ,nhà phố và biết thư","Doanh thu bán quyền sử dụng đất, căn hộ,nhà phố và biết thư",4.083.268.046.078,4.480.963.515.322,4083268046078.0,4480963515322.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,203.782.354.433,353.955.181.877,203782354433.0,353955181877.0
Doanh thu từ dịch vụ xây dựng,Trong đó: > Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,31.861.871.777,251.593.826.907,31861871777.0,251593826907.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,19.929.145.377,16.634.552.355,19929145377.0,16634552355.0
Doanh thu từ chuyển nhượng dự án,Trong đó: > Doanh thu từ chuyển nhượng dự án,Doanh thu từ chuyển nhượng dự án,-,102.372.422.241,,102372422241.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,4.338.841.417.665,5.205.519.498.702,4338841417665.0,5205519498702.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,4.178.206.650.760,4.705.053.250.493,4178206650760.0,4705053250493.0
Doanh thu với bên liên quan (TM số 36),Trong đó: > Doanh thu với bên liên quan (TM số 36),Doanh thu với bên liên quan (TM số 36),160.634.766.905,500.466.248.209,160634766905.0,500466248209.0
