row_label_raw,row_label_full,Họ và tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Họ và tên,Họ và tên,Họ và tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Xuân Quang,Họ và tên > Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Chủ tịch,5.141.157.112,3.517.188.551,,5141157112.0,3517188551.0
Ông Trần Thanh Phong,Họ và tên > Ông Trần Thanh Phong,Ông Trần Thanh Phong,Phó chủ tịch,4.239.791.429,2.815.076.126,,4239791429.0,2815076126.0
Ông Cao Tấn Thạch,Họ và tên > Ông Cao Tấn Thạch,Ông Cao Tấn Thạch,Thành viên,2.709.380.864,1.672.805.857,,2709380864.0,1672805857.0
Ông Ngian Siew Siong,Họ và tên > Ông Ngian Siew Siong,Ông Ngian Siew Siong,Thành viên độc lập,1.310.835.984,900.521.627,,1310835984.0,900521627.0
Ông Kenneth Michael Atkinson,Họ và tên > Ông Kenneth Michael Atkinson,Ông Kenneth Michael Atkinson,Thành viên độc lập,1.116.903.755,523.372.021,,1116903755.0,523372021.0
Ông Chad Ryan Ovel,Họ và tên > Ông Chad Ryan Ovel,Ông Chad Ryan Ovel,Thành viên độc lập,978.380.735,669.788.107,,978380735.0,669788107.0
Ông Ziang Tony Ngo,Họ và tên > Ông Ziang Tony Ngo,Ông Ziang Tony Ngo,Thành viên độc lập,978.380.735,701.834.429,,978380735.0,701834429.0
Ông Joseph Low Kar Yew,Họ và tên > Ông Joseph Low Kar Yew,Ông Joseph Low Kar Yew,Thành viên,701.334.693,331.094.087,,701334693.0,331094087.0
Ông Nguyễn Đức Thuấn,Họ và tên > Ông Nguyễn Đức Thuấn,Ông Nguyễn Đức Thuấn,Thành viên,507.402.464,241.364.385,,507402464.0,241364385.0
Ông Bùi Đức Khang,Họ và tên > Ông Bùi Đức Khang,Ông Bùi Đức Khang,Thành viên,-,504.673.525,,,504673525.0
Ông Lai Voon Hon,Họ và tên > Ông Lai Voon Hon,Ông Lai Voon Hon,Thành viên,-,165.643.879,,,165643879.0
Ông Linson Lim Soon Koi,Họ và tên > Ông Linson Lim Soon Koi,Ông Linson Lim Soon Koi,Thành viên,-,146.416.086,,,146416086.0
TỔNG CỘNG,Họ và tên > TỔNG CỘNG,TỔNG CỘNG,,17.683.567.771,12.189.778.680,,17683567771.0,12189778680.0
