row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Điều chỉnh giả vốn căn hộ khi hoàn thành dự án,Thu nhập khác > Điều chỉnh giả vốn căn hộ khi hoàn thành dự án,Điều chỉnh giả vốn căn hộ khi hoàn thành dự án,14.900.077.641,-,14900077641.0,
Phạt vi phạm hợp đồng,Thu nhập khác > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,13.815.128.644,6.898.153.008,13815128644.0,6898153008.0
Hoàn nhập dự phòng bảo hành công trình,Thu nhập khác > Hoàn nhập dự phòng bảo hành công trình,Hoàn nhập dự phòng bảo hành công trình,8.109.901.033,8.268.683.988,8109901033.0,8268683988.0
Lãi từ giao dịch mua giá rê,Thu nhập khác > Lãi từ giao dịch mua giá rê,Lãi từ giao dịch mua giá rê,-,423.211.539.164,,423211539164.0
Khác,Thu nhập khác > Khác,Khác,5.651.715.554,2.345.299.372,5651715554.0,2345299372.0
,,,42.476.822.872,440.723.675.532,42476822872.0,440723675532.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Tiền phạt,Chi phí khác > Tiền phạt,Tiền phạt,7.644.682.113,4.555.902.314,7644682113.0,4555902314.0
Khác,Chi phí khác > Khác,Khác,6.048.795.565,1.175.882.813,6048795565.0,1175882813.0
,,,13.693.477.678,5.731.785.127,13693477678.0,5731785127.0
LỢI NHUẬN KHÁC,Chi phí khác > LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,28.783.345.194,434.991.890.405,28783345194.0,434991890405.0
