row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,30.1,4.338.841.417.665,5.205.519.498.702,,301.0,4338841417665.0,5205519498702.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,31,(2.354.883.285.339),(3.427.291.699.557),,31.0,-2354883285339.0,-3427291699557.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.983.958.132.326,1.778.227.799.145,,,1983958132326.0,1778227799145.0
21,21,21,4. Doanh thu hoạt động tài chính,30.2,385.657.856.775,444.860.619.834,,302.0,385657856775.0,444860619834.0
22,22,22,5. Chi phí hoạt động tài chính - Trong đó: Chi phí lãi vay,33,(198.578.934.809) (197.600.024.844),(112.362.201.726) (102.463.932.494),,33.0,,
23,23,23,5. Chi phí hoạt động tài chính - Trong đó: Chi phí lãi vay,33,(198.578.934.809) (197.600.024.844),(112.362.201.726) (102.463.932.494),,33.0,,
24,24,24,6. Phần lãi trong công ty liên doanh và liên kết,17.1,24.545.524.509,91.060.359.638,,171.0,24545524509.0,91060359638.0
25,25,25,7. Chi phí bán hàng,32,(510.912.974.361),(416.066.783.990),,32.0,-510912974361.0,-416066783990.0
26,26,26,8. Chi phí quản lý doanh nghiệp,32,(643.621.150.136),(580.803.603.474),,32.0,-643621150136.0,-580803603474.0
30,30,30,9. Lợi nhuận thuần từ hoạt động kinh doanh,,1.041.048.454.304,1.204.916.189.427,,,1041048454304.0,1204916189427.0
31,31,31,10. Thu nhập khác,34,42.476.822.872,440.723.675.532,,34.0,42476822872.0,440723675532.0
32,32,32,11. Chi phí khác,34,(13.693.477.678),(5.731.785.127),,34.0,-13693477678.0,-5731785127.0
40,40,40,12. Lợi nhuận khác,34,28.783.345.194,434.991.890.405,,34.0,28783345194.0,434991890405.0
50,50,50,13. Tổng lợi nhuận kế toán trước thuế,,1.069.831.799.498,1.639.908.079.832,,,1069831799498.0,1639908079832.0
51,51,51,14. Chi phí thuế TNDN hiện hành,35.1,(256.944.439.458),(206.027.456.901),,351.0,-256944439458.0,-206027456901.0
52,52,52,15. Thu nhập thuế TNDN hoãn lại,35.3,52.658.186.291,44.078.280.206,,353.0,52658186291.0,44078280206.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,865.545.546.331,1.477.958.903.137,,,865545546331.0,1477958903137.0
61,61,61,17. Lợi nhuận sau thuế của cổ đông công ty mẹ,,556.273.710.440,1.070.826.325.922,,,556273710440.0,1070826325922.0
62,62,62,18. Lợi nhuận sau thuế của cổ đông không kiểm soát,29,309.271.835.891,407.132.577.215,,29.0,309271835891.0,407132577215.0
70,70,70,19. Lãi cơ bản trên cổ phiếu,37,1.345,3.099,,37.0,1345.0,3099.0
71,71,71,20. Lãi suy giảm trên cổ phiếu,37,1.345,3.099,,37.0,1345.0,3099.0
