row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,,,,
Lợi nhuận nơi bộ chưa thực hiện loại trừ trên hợp nhất,Tài sản thuế TNDN hoãn lại > Lợi nhuận nơi bộ chưa thực hiện loại trừ trên hợp nhất,Lợi nhuận nơi bộ chưa thực hiện loại trừ trên hợp nhất,179.955.651.593,121.113.245.717,58.842.405.876,13.716.348.540,179955651593.0,121113245717.0,58842405876.0,13716348540.0
Chi phí phải trả,Tài sản thuế TNDN hoãn lại > Chi phí phải trả,Chi phí phải trả,102.220.042.778,91.291.155.635,10.928.887.143,65.984.891.092,102220042778.0,91291155635.0,10928887143.0,65984891092.0
Thuế TNDN tạm nộp 1% trên các khoản nhận tiền trước từ khách hàng,Tài sản thuế TNDN hoãn lại > Thuế TNDN tạm nộp 1% trên các khoản nhận tiền trước từ khách hàng,Thuế TNDN tạm nộp 1% trên các khoản nhận tiền trước từ khách hàng,49.378.025.988,-,5.984.500.700,-,49378025988.0,,5984500700.0,
Khác,Tài sản thuế TNDN hoãn lại > Khác,Khác,4.940.128.852,3.662.221.071,1.277.907.781,(4.770.145.333),4940128852.0,3662221071.0,1277907781.0,-4770145333.0
,,,336.493.849.211,216.066.622.423,,,336493849211.0,216066622423.0,,
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,,,
Chênh lệch giá trị hợp lý của tài sản mua trong hợp nhất kinh doanh,Thuế TNDN hoãn lại phải trả > Chênh lệch giá trị hợp lý của tài sản mua trong hợp nhất kinh doanh,Chênh lệch giá trị hợp lý của tài sản mua trong hợp nhất kinh doanh,(966.084.955.101),(966.084.955.101),-,-,-966084955101.0,-966084955101.0,,
Chi phí lãi vay đã được khấu trừ khi tính thuế nhưng được vốn hóa vào dự án trên báo cáo tài chính hợp nhất,Thuế TNDN hoãn lại phải trả > Chi phí lãi vay đã được khấu trừ khi tính thuế nhưng được vốn hóa vào dự án trên báo cáo tài chính hợp nhất,Chi phí lãi vay đã được khấu trừ khi tính thuế nhưng được vốn hóa vào dự án trên báo cáo tài chính hợp nhất,(75.610.031.835),(51.234.516.626),(24.375.515.209),(25.932.814.093),-75610031835.0,-51234516626.0,-24375515209.0,-25932814093.0
Chi phí đã được khấu trừ khi tính thuế nhưng được vốn hóa vào giá trị đầu tư trên báo cáo tài chính hợp nhất,Thuế TNDN hoãn lại phải trả > Chi phí đã được khấu trừ khi tính thuế nhưng được vốn hóa vào giá trị đầu tư trên báo cáo tài chính hợp nhất,Chi phí đã được khấu trừ khi tính thuế nhưng được vốn hóa vào giá trị đầu tư trên báo cáo tài chính hợp nhất,(4.920.000.000),(4.920.000.000),-,(4.920.000.000),-4920000000.0,-4920000000.0,,-4920000000.0
,,,(1.046.614.986.936),(1.022.239.471.727),,,-1046614986936.0,-1022239471727.0,,
Thu nhập thuế TNDN hoãn lại,Thuế TNDN hoãn lại phải trả > Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,,,52.658.186.291,44.078.280.206,,,52658186291.0,44078280206.0
