row_label_raw,row_label_full,col_0,Tại ngày1/1/2022VND,Tăng trong nămVND,Tại ngày31/12/2022VND,numeric__Tại ngày1/1/2022VND,numeric__Tăng trong nămVND,numeric__Tại ngày31/12/2022VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,
Vay ngân hàng (*),Vay ngắn hạn > Vay ngân hàng (*),Vay ngân hàng (*),-,36.600.000.000,36.600.000.000,,36600000000.0,36600000000.0
Vay bên thứ ba (**),Vay ngắn hạn > Vay bên thứ ba (**),Vay bên thứ ba (**),-,171.800.000.000,171.800.000.000,,171800000000.0,171800000000.0
,,,-,208.400.000.000,208.400.000.000,,208400000000.0,208400000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,
Vay ngân hàng (***),Vay dài hạn > Vay ngân hàng (***),Vay ngân hàng (***),-,700.000.000.000,700.000.000.000,,700000000000.0,700000000000.0
