row_label_raw,row_label_full,col_0,"Nơi thành lập,đăng kýhoạt động",31/12/2022 > Tỷ lệsở hữu,31/12/2022 > Tỷ lệbiểu quyếtnăm giữ,31/12/2021 > Tỷ lệsở hữu,31/12/2021 > Tỷ lệbiểu quyếtnăm giữ,"numeric__Nơi thành lập,đăng kýhoạt động",numeric__31/12/2022 > Tỷ lệsở hữu,numeric__31/12/2022 > Tỷ lệbiểu quyếtnăm giữ,numeric__31/12/2021 > Tỷ lệsở hữu,numeric__31/12/2021 > Tỷ lệbiểu quyếtnăm giữ
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,,,
1) Công ty Cổ phần Cảng Xanh VIP,Công ty con > 1) Công ty Cổ phần Cảng Xanh VIP,1) Công ty Cổ phần Cảng Xanh VIP,Hải Phòng,74%,74%,74%,74%,,0.74,0.74,0.74,0.74
2) Công ty Cổ phần Đầu tư Dịch vụvà Phát triển Xanh,Công ty con > 2) Công ty Cổ phần Đầu tư Dịch vụvà Phát triển Xanh,2) Công ty Cổ phần Đầu tư Dịch vụvà Phát triển Xanh,Hải Phòng,66%,66%,66%,66%,,0.66,0.66,0.66,0.66
3) Công ty Cổ phần ContainerMiền Trung,Công ty con > 3) Công ty Cổ phần ContainerMiền Trung,3) Công ty Cổ phần ContainerMiền Trung,Đà Nẵng,65%,65%,65%,65%,,0.65,0.65,0.65,0.65
4) Công ty TNHH Một thành viênVấn tải biển Ngồi Sao Xanh,Công ty con > 4) Công ty TNHH Một thành viênVấn tải biển Ngồi Sao Xanh,4) Công ty TNHH Một thành viênVấn tải biển Ngồi Sao Xanh,Hải Phòng,100%,100%,100%,100%,,1.0,1.0,1.0,1.0
5) Công ty TNHH Một thành viênTrung tâm Logistics Xanh,Công ty con > 5) Công ty TNHH Một thành viênTrung tâm Logistics Xanh,5) Công ty TNHH Một thành viênTrung tâm Logistics Xanh,Hải Phòng,100%,100%,100%,100%,,1.0,1.0,1.0,1.0
6) Công ty TNHH Một thành viênDịch vụ Cảng Xanh,Công ty con > 6) Công ty TNHH Một thành viênDịch vụ Cảng Xanh,6) Công ty TNHH Một thành viênDịch vụ Cảng Xanh,Hải Phòng,100%,100%,100%,100%,,1.0,1.0,1.0,1.0
7) Công ty TNHH Một thành viênViconship Hồ Chí Minh,Công ty con > 7) Công ty TNHH Một thành viênViconship Hồ Chí Minh,7) Công ty TNHH Một thành viênViconship Hồ Chí Minh,Thành phốHồ Chí Minh,100%,100%,-,-,,1.0,1.0,,
