row_label_raw,row_label_full,col_0,Hoạt độngbốc dỡ containerVND,"Hoạt động chạy lạnh,kiểm dịch, lưu kho, lưu bãiVND",Hoạt độngvận chuyểnVND,KhácVND,Tổng cộngVND,numeric__Hoạt độngbốc dỡ containerVND,"numeric__Hoạt động chạy lạnh,kiểm dịch, lưu kho, lưu bãiVND",numeric__Hoạt độngvận chuyểnVND,numeric__KhácVND,numeric__Tổng cộngVND
Tổng thu nhập của bộ phận,Tổng thu nhập của bộ phận,Tổng thu nhập của bộ phận,943.678.041.239,150.369.414.790,455.420.373.236,342.663.173.107,1.892.131.002.372,943678041239.0,150369414790.0,455420373236.0,342663173107.0,1892131002372.0
Tổng chi phí phân bổ,Tổng chi phí phân bổ,Tổng chi phí phân bổ,(707.800.095.646),(112.783.684.180),(341.585.339.119),(257.012.472.581),(1.419.181.591.526),-707800095646.0,-112783684180.0,-341585339119.0,-257012472581.0,-1419181591526.0
Tổng cộng,Tổng cộng,Tổng cộng,235.877.945.593,37.585.730.610,113.835.034.117,85.650.700.526,472.949.410.846,235877945593.0,37585730610.0,113835034117.0,85650700526.0,472949410846.0
Doanh thu thuần về hoạt động tài chính,Doanh thu thuần về hoạt động tài chính,Doanh thu thuần về hoạt động tài chính,,,,,11.037.366.253,,,,,11037366253.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,,,,,(5.736.750.358),,,,,-5736750358.0
Phân chia lợi nhuận của công ty liên kết,Phân chia lợi nhuận của công ty liên kết,Phân chia lợi nhuận của công ty liên kết,,,,,4.441.262.368,,,,,4441262368.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,,,,,(68.888.751.280),,,,,-68888751280.0
Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,,,,,413.802.537.829,,,,,413802537829.0
