row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND(Phân loại lại – Thuyết minh 37),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND(Phân loại lại – Thuyết minh 37)
300,300,300,NỘ PHẢI TRẢ,,1.165.609.976.787,819.346.133.599,,,1165609976787.0,819346133599.0
310,310,310,Nợ ngắn hạn,,433.716.636.921,818.103.675.099,,,433716636921.0,818103675099.0
311,311,311,Phải trả người bán ngắn hạn,12,75.774.962.071,80.555.220.787,,12.0,75774962071.0,80555220787.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.742.927.438,2.342.686.865,,,1742927438.0,2342686865.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,13(b),24.409.235.577,24.917.570.748,,,24409235577.0,24917570748.0
314,314,314,Phải trả người lao động,14,44.359.416.695,72.131.113.557,,14.0,44359416695.0,72131113557.0
315,315,315,Chi phí phải trả ngắn hạn,15,18.674.422.598,4.964.554.075,,15.0,18674422598.0,4964554075.0
319,319,319,Phải trả ngắn hạn khác,16,55.625.319.941,627.459.338.566,,16.0,55625319941.0,627459338566.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,17(a),208.400.000.000,-,,,208400000000.0,
322,322,322,"Quỹ khen thưởng, phúc lợi",18,4.730.352.601,5.733.190.501,,18.0,4730352601.0,5733190501.0
330,330,330,Nợ dài hạn,,731.893.339.866,1.242.458.500,,,731893339866.0,1242458500.0
337,337,337,Phải trả dài hạn khác,,30.000.000,30.000.000,,,30000000.0,30000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,17(b),700.000.000.000,-,,,700000000000.0,
341,341,341,Thuế thu nhập doanh nghiệp hoãn lại phải trả,19,30.858.278.235,-,,19.0,30858278235.0,
342,342,342,Dự phòng phải trả dài hạn,,1.005.061.631,1.212.458.500,,,1005061631.0,1212458500.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.201.200.347.306,2.447.074.307.563,,,3201200347306.0,2447074307563.0
410,410,410,Vốn chủ sở hữu,,3.201.200.347.306,2.447.074.307.563,,,3201200347306.0,2447074307563.0
411,411,411,Vốn góp của chủ sở hữu,"20, 21",1.212.693.970.000,551.227.980.000,,,1212693970000.0,551227980000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.212.693.970.000,551.227.980.000,,,1212693970000.0,551227980000.0
412,412,412,Thặng dư vốn cổ phần,21,39.403.521.246,36.141.891.246,,21.0,39403521246.0,36141891246.0
418,418,418,Quỹ đầu tư phát triển,21,875.542.995.447,826.088.451.117,,21.0,875542995447.0,826088451117.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,21,1.382.700.000,-,,21.0,1382700000.0,
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",21,664.028.970.953,659.965.436.905,,21.0,664028970953.0,659965436905.0
421a,421a,421a,- LNST chưa phân phối của các năm trước,,546.685.315.357,337.764.285.759,,,546685315357.0,337764285759.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,117.343.655.596,322.201.151.146,,,117343655596.0,322201151146.0
429,429,429,Lợi ích cổ đông không kiểm soát,21,408.148.189.660,373.650.548.295,,21.0,408148189660.0,373650548295.0
440,440,440,TỔNG NGUỒN VỐN,,4.366.810.324.093,3.266.420.441.162,,,4366810324093.0,3266420441162.0
