row_label_raw,row_label_full,Loại tiền,Loại tiền_1,Loại tiền_2,numeric__Loại tiền_1,numeric__Loại tiền_2
,,,Mức tănglãi suất31/12/2018,Ănh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúc ngày31/12/2018(Triệu VND),,
VND,VND,VND,"1,00%",(20.166),0.01,-20166.0
USD,USD,USD,"0,25%",(12.123),0.0025,-12123.0
