row_label_raw,row_label_full,Hội đồng Quản trị,Ông Trần Anh TuấnBà Nguyễn Thị Thiên HươngÔng Nguyễn Hoàng AnÔng Huỳnh Bửu QuangÔng Trần Xuân QuảngBà Lê Thị Liên,Chủ tịchPhó Chủ tịchPhó Chủ tịchPhó Chủ tịch thường trực(từ ngày 1/2/2020)Thành viên (đến ngày 31/1/2020)Thành viênThành viên độc lập,numeric__Ông Trần Anh TuấnBà Nguyễn Thị Thiên HươngÔng Nguyễn Hoàng AnÔng Huỳnh Bửu QuangÔng Trần Xuân QuảngBà Lê Thị Liên,numeric__Chủ tịchPhó Chủ tịchPhó Chủ tịchPhó Chủ tịch thường trực(từ ngày 1/2/2020)Thành viên (đến ngày 31/1/2020)Thành viênThành viên độc lập
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Phạm Thị ThànhBà Chu Thị ĐảmBà Lê Thanh Hà,Trường banThành viênThành viên,,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Nguyễn Hoàng Linh,Quyền Tổng Giám đốc - Phụ tráchNgân hàng Bán lẻ (từ ngày 1/2/2020)Phó Tổng Giám đốc -Tổng Giám đốc Ngân hàng Bán lẻ(đến ngày 31/1/2020),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Huỳnh Bửu QuangÔng Nguyễn Thế Minh,Tổng Giám đốc (đến ngày 31/1/2020)Phó Tổng Giám đốc -Tổng Giám đốc Ngân hàng Doanhnghiệp (từ ngày 1/1/2019),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Bà Nguyễn Hương Loan,Phó Tổng Giám đốc -Tổng Giám đốc Ngân hàngĐịnh chế Tài chính,,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Nguyễn Phi Hùng,Phó Tổng Giám đốc -Giám đốc Khối Vận hành,,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Bede Joseph Pohlen,Giám đốc Khối Quản lý Rủi ro(đến ngày 4/8/2019),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Oliver Schwarzhaupt,Phó Tổng Giám đốc -Giám đốc Khối Quản lý Rủi ro(từ ngày 5/8/2019),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ông Nilesh Ratilal BanglorewalaBà Đình Thị Tố Uyên,Giám đốc Khối Quản lý Tài chínhGiám đốc Khối Chiến lược(từ ngày 17/2/2020)Giám đốc Khối Marketingvà Truyền thông (đến ngày 16/2/2020),,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Bà Lại Thanh Mai,Giám đốc Khối Tư vấn Pháp lý vàTuân thủ (từ ngày 3/1/2019),,
