row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,%,31/12/2018Triệu VND,%_1,numeric__31/12/2019Triệu VND,numeric__%,numeric__31/12/2018Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Doanh nghiệp Nhà nước,Cho vay các TCKT > Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,1.944.754,"3,06%",1.486.237,"3,05%",1944754.0,0.030600000000000002,1486237.0,0.0305
Công ty trách nhiệm hữu hạn Nhà nước,Cho vay các TCKT > Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,1.220.073,"1,92%",971.289,"1,99%",1220073.0,0.0192,971289.0,0.0199
Công ty trách nhiệm hữu hạn Tư nhân,Cho vay các TCKT > Công ty trách nhiệm hữu hạn Tư nhân,Công ty trách nhiệm hữu hạn Tư nhân,13.312.022,"20,93%",10.276.115,"21,07%",13312022.0,0.20929999999999999,10276115.0,0.2107
Công ty cổ phần Nhà nước,Cho vay các TCKT > Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,89.234,"0,14%",108.269,"0,22%",89234.0,0.0014000000000000002,108269.0,0.0022
Công ty cổ phần khác,Cho vay các TCKT > Công ty cổ phần khác,Công ty cổ phần khác,27.337.632,"42,99%",23.012.844,"47,19%",27337632.0,0.4299,23012844.0,0.4719
Doanh nghiệp tư nhân,Cho vay các TCKT > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,169.544,"0,27%",163.673,"0,34%",169544.0,0.0027,163673.0,0.0034000000000000002
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các TCKT > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,431.439,"0,68%",301.593,"0,62%",431439.0,0.0068000000000000005,301593.0,0.0062
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các TCKT > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,14.549,"0,02%",500,"0,00%",14549.0,0.0002,500.0,0.0
Khác,Cho vay các TCKT > Khác,Khác,15.950,"0,03%",359,"0,00%",15950.0,0.0003,359.0,0.0
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
Cá nhân,Cho vay cá nhân > Cá nhân,Cá nhân,19.059.192,"29,96%",12.441.364,"25,52%",19059192.0,0.29960000000000003,12441364.0,0.2552
,,,63.594.389,"100,00%",48.762.243,"100,00%",63594389.0,1.0,48762243.0,1.0
