row_label_raw,row_label_full,col_0,col_1,2019Triệu VND,2018Triệu VND,numeric__col_1,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(124.264),(138.929),,-124264.0,-138929.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",99.933,29.940,,99933.0,29940.0
03,03,03,Tiền chi mua sắm bất động sản đầu tư,(1.750),(500),,-1750.0,-500.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(785),,,-785.0
08,08,08,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",42.606,565,,42606.0,565.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,16.525,(109.709),,16525.0,-109709.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(15),(30),,-15.0,-30.0
05,05,05,Tiền chi mua cổ phiếu quỹ,-,(769.925),,,-769925.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,(15),(769.955),,-15.0,-769955.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,2.935.076,9.107.604,,2935076.0,9107604.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,21.961.587,12.853.983,,21961587.0,12853983.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM CUỐI NĂM (Thuyết minh 35),24.896.663,21.961.587,,24896663.0,21961587.0
