row_label_raw,row_label_full,Loại tiền tệ,VND tăng giá 1%so với USD và EURTriệu VND,VND giảm giá 1%so với USD và EURTriệu VND,numeric__VND tăng giá 1%so với USD và EURTriệu VND,numeric__VND giảm giá 1%so với USD và EURTriệu VND
USD,USD,USD,9.678,(9.678),9678.0,-9678.0
EUR,EUR,EUR,532,(532),532.0,-532.0
,,,10.210,(10.210),10210.0,-10210.0
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,
Loại tiền tệ,Loại tiền tệ,Loại tiền tệ,VND tăng giá 1%so với USD và EURTriệu VND,VND giảm giá 1%so với USD và EURTriệu VND,,
USD,Loại tiền tệ > USD,USD,(17.690),17.690,-17690.0,17690.0
EUR,Loại tiền tệ > EUR,EUR,37,(37),37.0,-37.0
,,,(17.653),17.653,-17653.0,17653.0
