row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,31/12/2018Triệu VND,numeric__31/12/2019Triệu VND,numeric__31/12/2018Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,13.967.057,10.888.026,13967057.0,10888026.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,1.924.863,2.384.926,1924863.0,2384926.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,61.239.331,48.217.579,61239331.0,48217579.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,2.920.908,1.534.214,2920908.0,1534214.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,,,,
Tiền ký quỹ bằng VND,Tiền ký quỹ > Tiền ký quỹ bằng VND,Tiền ký quỹ bằng VND,769.429,397.648,769429.0,397648.0
Tiền ký quỹ bằng ngoại tệ,Tiền ký quỹ > Tiền ký quỹ bằng ngoại tệ,Tiền ký quỹ bằng ngoại tệ,12.400,45.650,12400.0,45650.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng > Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,31.996,39.096,31996.0,39096.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng > Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,6.659,21.634,6659.0,21634.0
,,,80.872.643,63.528.770,80872643.0,63528770.0
Tiền gửi của khách hàng theo đối tượng khách hàng như sau:,Tiền gửi của khách hàng theo đối tượng khách hàng như sau:,Tiền gửi của khách hàng theo đối tượng khách hàng như sau:,Tiền gửi của khách hàng theo đối tượng khách hàng như sau:,Tiền gửi của khách hàng theo đối tượng khách hàng như sau:,,
,,,31/12/2019Triệu VND,31/12/2018Triệu VND,,
Tiền gửi của tổ chức kinh tế,Tiền gửi của khách hàng theo đối tượng khách hàng như sau: > Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,31.411.136,23.528.017,31411136.0,23528017.0
Tiền gửi của cá nhân,Tiền gửi của khách hàng theo đối tượng khách hàng như sau: > Tiền gửi của cá nhân,Tiền gửi của cá nhân,49.461.507,40.000.753,49461507.0,40000753.0
,,,80.872.643,63.528.770,80872643.0,63528770.0
Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,,
,,,31/12/2019,31/12/2018,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,"0,00% - 0,80%","0,00% - 1,00%",,
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,"0,00% - 0,20%","0,00% - 0,20%",,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"5,00% - 8,50%","5,00% - 8,10%",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,00% - 1,50%","0,00% - 0,20%",,
