row_label_raw,row_label_full,Loại tiền,Loại tiền_1,Loại tiền_2,numeric__Loại tiền_1,numeric__Loại tiền_2
,,,Mức tănglãi suất31/12/2019,Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúc ngày31/12/2019(Triệu VND),,
VND,VND,VND,"1,00%",(30.205),0.01,-30205.0
USD,USD,USD,"0,25%",(5.810),0.0025,-5810.0
