row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Triệu VND > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Tài sản Triệu VND > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trả Triệu VND > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần Triệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Triệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Tài sản Triệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trả Triệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần Triệu VND > Tại ngày 31 tháng 12 năm 2019
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,16.476.227,-,(38.162),(38.162),16476227.0,,-38162.0,-38162.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,83.776.241,30.746,-,30.746,83776241.0,30746.0,,30746.0
,,,100.252.468,30.746,(38.162),(7.416),100252468.0,30746.0,-38162.0,-7416.0
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2018 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,5.674.637,-,(18.057),(18.057),5674637.0,,-18057.0,-18057.0
Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2018 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,39.161.065,-,(144.235),(144.235),39161065.0,,-144235.0,-144235.0
,,,44.835.702,-,(162.292),(162.292),44835702.0,,-162292.0,-162292.0
