row_label_raw,row_label_full,Dự phòng cho số tiền chưa thu được của nợ đã bán,31/12/2019Triệu VND > 596.198,31/12/2018Triệu VND > 360.233,numeric__31/12/2019Triệu VND > 596.198,numeric__31/12/2018Triệu VND > 360.233
Dự phòng chung (*),Dự phòng chung (*),Dự phòng chung (*),61.795,50.966,61795.0,50966.0
Dự phòng cụ thể (**),Dự phòng cụ thể (**),Dự phòng cụ thể (**),534.403,309.267,534403.0,309267.0
Dự phòng rủi ro khác (***),Dự phòng rủi ro khác (***),Dự phòng rủi ro khác (***),190.067,525.281,190067.0,525281.0
,,,786.265,885.514,786265.0,885514.0
