row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2019 Triệu VND,31/12/2018 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2019 Triệu VND,numeric__31/12/2018 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng",4,2.495.237,2.337.874,,4.0,2495237.0,2337874.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),5,4.070.948,2.406.346,,5.0,4070948.0,2406346.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,6,20.578.997,22.689.332,,6.0,20578997.0,22689332.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,18.556.328,17.443.367,,,18556328.0,17443367.0
2,A > 2,2,Cho vay các TCTD khác,,2.135.589,5.367.666,,,2135589.0,5367666.0
3,A > 3,3,Dự phòng rủi ro,,(112.920),(121.701),,,-112920.0,-121701.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,55.796,51.921,,7.0,55796.0,51921.0
1,A > 1,1,Chứng khoán kinh doanh,,127.927,127.927,,,127927.0,127927.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(72.131),(76.006),,,-72131.0,-76006.0
V,A > V,V,Cho vay khách hàng,,62.708.342,47.768.344,,,62708342.0,47768344.0
1,A > 1,1,Cho vay khách hàng,9,63.594.389,48.762.243,,9.0,63594389.0,48762243.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(886.047),(993.899),,10.0,-886047.0,-993899.0
VI,A > VI,VI,Hoạt động mua nợ,11,8.693,25.616,,11.0,8693.0,25616.0
1,A > 1,1,Mua nợ,,9.150,42.148,,,9150.0,42148.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(457),(16.532),,,-457.0,-16532.0
VII,A > VII,VII,Chứng khoán đầu tư,12,45.635.748,40.695.552,,12.0,45635748.0,40695552.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,44.572.060,38.353.625,,,44572060.0,38353625.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,1.533.388,3.313.919,,,1533388.0,3313919.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(469.700),(971.992),,,-469700.0,-971992.0
VIII,A > VIII,VIII,"Góp vốn, đầu tư dài hạn",13,10.036,10.036,,13.0,10036.0,10036.0
1,A > 1,1,Đầu tư dài hạn khác,,10.036,10.036,,,10036.0,10036.0
IX,A > IX,IX,Tài sản cố định (“TSCĐ”),,330.514,330.715,,,330514.0,330715.0
1,A > 1,1,Tài sản cố định hữu hình,14,161.256,163.240,,14.0,161256.0,163240.0
a,A > a,a,Nguyên giá,,744.401,707.431,,,744401.0,707431.0
b,A > b,b,Giá trị hao mòn lũy kế,,(583.145),(544.191),,,-583145.0,-544191.0
3,A > 3,3,Tài sản cố định vô hình,15,169.258,167.475,,15.0,169258.0,167475.0
a,A > a,a,Nguyên giá,,503.315,454.511,,,503315.0,454511.0
b,A > b,b,Giá trị hao mòn lũy kế,,(334.057),(287.036),,,-334057.0,-287036.0
X,A > X,X,Bất động sản đầu tư,16,1.059.826,1.087.657,,16.0,1059826.0,1087657.0
a,A > a,a,Nguyên giá,,1.253.600,1.251.850,,,1253600.0,1251850.0
b,A > b,b,Giá trị hao mòn lũy kế,,(193.774),(164.193),,,-193774.0,-164193.0
