row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,211.483.409.932,335.988.777.539,,,211483409932.0,335988777539.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,12.225.089.255,21.783.603.778,,3.0,12225089255.0,21783603778.0
111,111,111,1. Tiền,,12.225.089.255,11.783.603.778,,,12225089255.0,11783603778.0
112,112,112,2. Các khoản tương đương tiền,,-,10.000.000.000,,,,10000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,11.135.475.000,10.631.205.000,,4.0,11135475000.0,10631205000.0
121,121,121,1. Chứng khoán kinh doanh,,53.998.425.000,53.998.425.000,,,53998425000.0,53998425000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(42.862.950.000),(43.367.220.000),,,-42862950000.0,-43367220000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,158.265.074.459,269.251.972.141,,,158265074459.0,269251972141.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,101.945.699.761,104.887.005.664,,5.0,101945699761.0,104887005664.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,193.742.361.183,208.837.547.814,,6.0,193742361183.0,208837547814.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,1.244.284.169.169,1.244.284.169.169,,7.0,1244284169169.0,1244284169169.0
136,136,136,4. Phải thu ngắn hạn khác,08,840.145.790.641,865.718.543.682,,8.0,840145790641.0,865718543682.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(2.225.361.194.548),(2.157.984.842.441),,,-2225361194548.0,-2157984842441.0
139,139,139,6. Tài sản thiếu chờ xử lý,09,3.508.248.253,3.509.548.253,,9.0,3508248253.0,3509548253.0
140,140,140,IV. Hàng tồn kho,11,28.650.288.871,33.157.648.871,,11.0,28650288871.0,33157648871.0
141,141,141,1. Hàng tồn kho,,33.504.656.433,38.012.016.433,,,33504656433.0,38012016433.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(4.854.367.562),(4.854.367.562),,,-4854367562.0,-4854367562.0
150,150,150,V. Tài sản ngắn hạn khác,,1.207.482.347,1.164.347.749,,,1207482347.0,1164347749.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,9.000.000,-,,14.0,9000000.0,
152,152,152,2. Thuế GTGT được khấu trừ,,112.263.764,78.129.166,,,112263764.0,78129166.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,1.086.218.583,1.086.218.583,,18.0,1086218583.0,1086218583.0
200,200,200,B. TÀI SẢN DÀI HẠN,,1.880.393.218.566,1.610.102.314.967,,,1880393218566.0,1610102314967.0
210,210,210,I. Các khoản phải thu dài hạn,,380.651.026.673,380.651.926.673,,,380651026673.0,380651926673.0
212,212,212,1. Trả trước cho người bán dài hạn,06,906.052.163.234,906.052.163.234,,6.0,906052163234.0,906052163234.0
219,219,219,2. Dự phòng phải thu dài hạn khó đòi,,(525.401.136.561),(525.401.136.561),,,-525401136561.0,-525401136561.0
220,220,220,II. Tài sản cố định,,255.739.991,323.561.230,,,255739991.0,323561230.0
221,221,221,1. Tài sản cố định hữu hình,13,183.828.927,323.561.230,,13.0,183828927.0,323561230.0
222,222,222,- Nguyên giá,,1.379.211.818,1.340.931.818,,,1379211818.0,1340931818.0
223,223,223,- Giá trị hao mòn lũy kế,,(1.195.382.891),(1.017.370.588),,,-1195382891.0,-1017370588.0
227,227,227,2. Tài sản cố định vô hình,,71.911.064,-,,,71911064.0,
228,228,228,- Nguyên giá,,313.750.000,216.000.000,,,313750000.0,216000000.0
229,229,229,- Giá trị hao mòn lũy kế,,(241.838.936),(216.000.000),,,-241838936.0,-216000000.0
