row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
,,,VND,VND,,
Thuế TNDN từ hoạt động kính doanh chính,Thuế TNDN từ hoạt động kính doanh chính,Thuế TNDN từ hoạt động kính doanh chính,Thuế TNDN từ hoạt động kính doanh chính,Thuế TNDN từ hoạt động kính doanh chính,,
Tổng lợi nhuận kế toán trước thuế TNDN,Thuế TNDN từ hoạt động kính doanh chính > Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,147.096.617.175,(10.509.942.553),147096617175.0,-10509942553.0
Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kính doanh chính > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,116.097.354.973,338.197.892.365,116097354973.0,338197892365.0
- Chi phí không được trì,Thuế TNDN từ hoạt động kính doanh chính > - Chi phí không được trì,- Chi phí không được trì,1.636.393.332,122.850.835,1636393332.0,122850835.0
- Dự phòng nợ phải thu khó đòi chưa đủ hồ sơ,Thuế TNDN từ hoạt động kính doanh chính > - Dự phòng nợ phải thu khó đòi chưa đủ hồ sơ,- Dự phòng nợ phải thu khó đòi chưa đủ hồ sơ,111.158.295.041,-,111158295041.0,
- Thù lao HĐQT và BKS,Thuế TNDN từ hoạt động kính doanh chính > - Thù lao HĐQT và BKS,- Thù lao HĐQT và BKS,3.302.666.600,3.479.666.700,3302666600.0,3479666700.0
- Chênh lệch dự phòng đầu tư tài chính theo báo cáo tài chính riêng và báo cáo hợp nhất của OCH,Thuế TNDN từ hoạt động kính doanh chính > - Chênh lệch dự phòng đầu tư tài chính theo báo cáo tài chính riêng và báo cáo hợp nhất của OCH,- Chênh lệch dự phòng đầu tư tài chính theo báo cáo tài chính riêng và báo cáo hợp nhất của OCH,-,334.595.374.830,,334595374830.0
Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kính doanh chính > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(260.964.654.363),(1.304.344.317.515),-260964654363.0,-1304344317515.0
"- Cổ tức, lợi nhuận được chia","Thuế TNDN từ hoạt động kính doanh chính > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(2.229.317.785),-,-2229317785.0,
- Chuyển lỗ từ các năm trước,Thuế TNDN từ hoạt động kính doanh chính > - Chuyển lỗ từ các năm trước,- Chuyển lỗ từ các năm trước,(24.275.742.654),-,-24275742654.0,
- Chênh lệch dự phòng đầu tư tài chính theo báo cáo tài chính riêng và báo cáo hợp nhất của OCH,Thuế TNDN từ hoạt động kính doanh chính > - Chênh lệch dự phòng đầu tư tài chính theo báo cáo tài chính riêng và báo cáo hợp nhất của OCH,- Chênh lệch dự phòng đầu tư tài chính theo báo cáo tài chính riêng và báo cáo hợp nhất của OCH,(229.413.463.709),-,-229413463709.0,
- Hoàn nhập dự phòng nợ phải thu khó đòi,Thuế TNDN từ hoạt động kính doanh chính > - Hoàn nhập dự phòng nợ phải thu khó đòi,- Hoàn nhập dự phòng nợ phải thu khó đòi,(7.275.448.000),(1.304.344.317.515),-7275448000.0,-1304344317515.0
Thu nhập chịu thuế TNDN,Thuế TNDN từ hoạt động kính doanh chính > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,-,(976.656.367.703),,-976656367703.0
Chỉ phí thuế TNDN hiện hành (thuế suất 20%),Chỉ phí thuế TNDN hiện hành (thuế suất 20%),Chỉ phí thuế TNDN hiện hành (thuế suất 20%),-,-,,
