row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 > VND,Năm 2019 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 > VND,numeric__Năm 2019 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,20.114.219.813,26.047.522.590,,24.0,20114219813.0,26047522590.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,20.114.219.813,26.047.522.590,,,20114219813.0,26047522590.0
11,02 > 11,11,4. Giá vốn hàng bán,25,13.445.994.346,20.089.015.666,,25.0,13445994346.0,20089015666.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,6.668.225.467,5.958.506.924,,,6668225467.0,5958506924.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,26,2.648.718.992,30.038.174.911,,26.0,2648718992.0,30038174911.0
22,02 > 22,22,7. Chi phí tài chính,27,(260.594.548.445),54.474.825.802,,27.0,-260594548445.0,54474825802.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,3.530.652.862,3.521.006.271,,,3530652862.0,3521006271.0
25,02 > 25,25,8. Chi phí bán hàng,28,47.209.000,823.622.542,,28.0,47209000.0,823622542.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,29,126.907.586.895,(1.432.012.604),,29.0,126907586895.0,-1432012604.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,142.956.697.009,(17.869.753.905),,,142956697009.0,-17869753905.0
31,02 > 31,31,11. Thu nhập khác,30,132.364.410,4.005.324.804,,30.0,132364410.0,4005324804.0
32,02 > 32,32,12. Chi phí khác,31,1.558.870.997,82.076.890,,31.0,1558870997.0,82076890.0
40,02 > 40,40,13. Lợi nhuận khác,,(1.426.506.587),3.923.247.914,,,-1426506587.0,3923247914.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,141.530.190.422,(13.946.505.991),,,141530190422.0,-13946505991.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,32,-,-,,32.0,,
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,141.530.190.422,(13.946.505.991),,,141530190422.0,-13946505991.0
