row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.642.298.149.550,1.638.042.803.980,,,1642298149550.0,1638042803980.0
310,310,310,I. Nợ ngắn hạn,,746.272.786.663,789.344.351.123,,,746272786663.0,789344351123.0
311,311,311,1. Phải trả người bán ngắn hạn,16,11.131.174.531,15.849.074.112,,16.0,11131174531.0,15849074112.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,260.094.238.468,305.589.541.070,,17.0,260094238468.0,305589541070.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,90.828.738,187.733.524,,18.0,90828738.0,187733524.0
314,314,314,4. Phải trả người lao động,,1.005.652.174,16.485.474,,,1005652174.0,16485474.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,39.500.728.297,40.163.361.471,,19.0,39500728297.0,40163361471.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,9.848.593.190,7.765.733.232,,21.0,9848593190.0,7765733232.0
319,319,319,7. Phải trả ngắn hạn khác,20,389.873.838.192,385.044.689.167,,20.0,389873838192.0,385044689167.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,15,34.727.733.073,34.727.733.073,,15.0,34727733073.0,34727733073.0
330,330,330,II. Nợ dài hạn,,896.025.362.887,848.698.452.857,,,896025362887.0,848698452857.0
333,333,333,1. Chi phí phải trả dài hạn,19,-,37.397.910.222,,19.0,,37397910222.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,343.552.603.384,296.079.834.014,,21.0,343552603384.0,296079834014.0
337,337,337,3. Phải trả dài hạn khác,20,552.472.759.503,513.226.768.621,,20.0,552472759503.0,513226768621.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,449.578.478.948,308.048.288.526,,,449578478948.0,308048288526.0
410,410,410,I. Vốn chủ sở hữu,22,449.578.478.948,308.048.288.526,,22.0,449578478948.0,308048288526.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
414,414,414,2. Vốn khác của chủ sở hữu,,1.286.825.482,1.286.825.482,,,1286825482.0,1286825482.0
415,415,415,3. Cổ phiếu quỹ,,(10.000),(10.000),,,-10000.0,-10000.0
418,418,418,4. Quỹ đầu tư phát triển,,99.871.176.744,99.871.176.744,,,99871176744.0,99871176744.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,10.830.443.286,10.830.443.286,,,10830443286.0,10830443286.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,(2.662.409.956.564),(2.803.940.146.986),,,-2662409956564.0,-2803940146986.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,(2.803.940.146.986),(2.789.993.640.995),,,-2803940146986.0,-2789993640995.0
421b,421b,421b,LNST chưa phân phối năm nay,,141.530.190.422,(13.946.505.991),,,141530190422.0,-13946505991.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,2.991.876.628.498,1.946.091.092.506,,,2991876628498.0,1946091092506.0
