row_label_raw,row_label_full,- Thuế giá trị gia tăng,Số phải thuđầu nămVND > -,Số phải nộpđầu nămVND > -,Số phải nộptrong nămVND > 7.016.942.433,Số đã thực nộptrong nămVND > 7.016.942.433,Số phải thucuối nămVND > -,Số phải nộpcuối nămVND > -,numeric__Số phải thuđầu nămVND > -,numeric__Số phải nộpđầu nămVND > -,numeric__Số phải nộptrong nămVND > 7.016.942.433,numeric__Số đã thực nộptrong nămVND > 7.016.942.433,numeric__Số phải thucuối nămVND > -,numeric__Số phải nộpcuối nămVND > -
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,1.086.218.583,-,-,-,1.086.218.583,-,1086218583.0,,,,1086218583.0,
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,187.733.524,937.175.360,1.034.080.146,-,90.828.738,,187733524.0,937175360.0,1034080146.0,,90828738.0
"- Các khoản phí, lệ phí và các khoản phải nộp khác","- Các khoản phí, lệ phí và các khoản phải nộp khác","- Các khoản phí, lệ phí và các khoản phải nộp khác",-,-,4.000.000,4.000.000,-,-,,,4000000.0,4000000.0,,
,,,1.086.218.583,187.733.524,7.958.117.793,8.055.022.579,1.086.218.583,90.828.738,1086218583.0,187733524.0,7958117793.0,8055022579.0,1086218583.0,90828738.0
