row_label_raw,row_label_full,31/12/2024,Tổng tiền gửi và dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tín dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Tổng tiền gửi và dư nợ cho vay,numeric__Tổng tiền gửi của khách hàng,numeric__Các cam kết tín dụng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Trong nước,Trong nước,Trong nước,81.143.999,82.575.498,8.137.472,2.191.644,2.973.962,81143999.0,82575498.0,8137472.0,2191644.0,2973962.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
31/12/2023,31/12/2023,31/12/2023,Tổng tiền gửi và dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tín dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,,,,,
Trong nước,31/12/2023 > Trong nước,Trong nước,76.291.237,78.475.743,366.416,1.769.140,3.384.995,76291237.0,78475743.0,366416.0,1769140.0,3384995.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
