row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,660.595,-,-,-,-,-,-,660.595,,660595.0,,,,,,,660595.0
Tiền gối tại ngân hàng Nhà nước,Tiền gối tại ngân hàng Nhà nước,Tiền gối tại ngân hàng Nhà nước,-,-,6.134.683,-,-,-,-,-,6.134.683,,,6134683.0,,,,,,6134683.0
"Tiền, vàng gối tại và cho vay các TCTD khác (*)","Tiền, vàng gối tại và cho vay các TCTD khác (*)","Tiền, vàng gối tại và cho vay các TCTD khác (*)",-,-,15.525.552,-,-,2.847.950,-,-,18.373.502,,,15525552.0,,,2847950.0,,,18373502.0
Cho vay khách hàng (*),Cho vay khách hàng (*),Cho vay khách hàng (*),1.625.276,-,4.041.883,5.617.345,5.973.525,16.707.617,14.634.360,3.183.046,51.783.052,1625276.0,,4041883.0,5617345.0,5973525.0,16707617.0,14634360.0,3183046.0,51783052.0
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,-,-,-,-,796.897,2.588.098,3.384.995,,,,,,,796897.0,2588098.0,3384995.0
Tài sản cố định và Bất động sản đầu tư,Tài sản cố định và Bất động sản đầu tư,Tài sản cố định và Bất động sản đầu tư,-,1.352.003,-,-,-,-,-,-,1.352.003,,1352003.0,,,,,,,1352003.0
Tài sản Có khác (*),Tài sản Có khác (*),Tài sản Có khác (*),52.977,5.889.377,-,-,-,-,-,-,5.942.354,52977.0,5889377.0,,,,,,,5942354.0
Tổng Tài sản,Tổng Tài sản,Tổng Tài sản,1.678.253,7.901.975,25.702.118,5.617.345,5.973.525,19.555.567,15.431.257,5.771.144,87.631.184,1678253.0,7901975.0,25702118.0,5617345.0,5973525.0,19555567.0,15431257.0,5771144.0,87631184.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,15.268.267,-,-,2.842.357,7.601,705,18.118.930,,,15268267.0,,,2842357.0,7601.0,705.0,18118930.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,18.048.583,13.358.547,17.517.925,6.992.183,979.467,1.017,56.897.722,,,18048583.0,13358547.0,17517925.0,6992183.0,979467.0,1017.0,56897722.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,25.404,-,-,-,-,-,25.404,,,25404.0,,,,,,25404.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,199.200,31.600,-,1.928.100,1.300.191,3.459.091,,,,199200.0,31600.0,,1928100.0,1300191.0,3459091.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,2.713.897,-,-,-,-,-,-,2.713.897,,2713897.0,,,,,,,2713897.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,2.713.897,33.342.254,13.557.747,17.549.525,9.834.540,2.915.168,1.301.913,81.215.044,,2713897.0,33342254.0,13557747.0,17549525.0,9834540.0,2915168.0,1301913.0,81215044.0
Mức chênh lệch nhạy cảm với lãi suất nội bằng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bằng,Mức chênh lệch nhạy cảm với lãi suất nội bằng,1.678.253,5.188.078,(7.640.136),(7.940.402),(11.576.000),9.721.027,12.516.089,4.469.231,6.416.140,1678253.0,5188078.0,-7640136.0,-7940402.0,-11576000.0,9721027.0,12516089.0,4469231.0,6416140.0
Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,(363.230),-,-,-,-,-,-,(363.230),,-363230.0,,,,,,,-363230.0
"Mức chênh lệch nhạy cảm với lãi suất nôi, ngoại bằng","Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nôi, ngoại bằng","Mức chênh lệch nhạy cảm với lãi suất nôi, ngoại bằng",1.678.253,4.824.848,(7.640.136),(7.940.402),(11.576.000),9.721.027,12.516.089,4.469.231,6.052.910,1678253.0,4824848.0,-7640136.0,-7940402.0,-11576000.0,9721027.0,12516089.0,4469231.0,6052910.0
