row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,19.099,21.362,19099.0,21362.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,44,261,44.0,261.0
Thù lao,Thù lao,Thù lao,19.055,21.101,19055.0,21101.0
Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,18.395,19.004,18395.0,19004.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,8,12,8.0,12.0
Tiền lương và thường,Tiền lương và thường,Tiền lương và thường,18.387,18.992,18387.0,18992.0
Thành viên Ban Kiểm soát,Thành viên Ban Kiểm soát,Thành viên Ban Kiểm soát,5.930,6.532,5930.0,6532.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,6,2,6.0,2.0
Thù lao,Thù lao,Thù lao,5.924,6.530,5924.0,6530.0
Các công ty và cá nhân có liên quan đến thành viên Hội đồng Quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng Quản trị,Các công ty và cá nhân có liên quan đến thành viên Hội đồng Quản trị,731,485,731.0,485.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,731,485,731.0,485.0
Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,Các công ty và cá nhân có liên quan đến thành viên Ban Tổng Giám đốc,172,809,172.0,809.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,172,809,172.0,809.0
Các công ty và cá nhân có liên quan đến thành viên Ban Kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Ban Kiểm soát,Các công ty và cá nhân có liên quan đến thành viên Ban Kiểm soát,69,82,69.0,82.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,69,82,69.0,82.0
