row_label_raw,row_label_full,col_0,31/12/2022VND’000,1/1/2022VND’000,numeric__31/12/2022VND’000,numeric__1/1/2022VND’000
Cash in banks,Cash in banks,Cash in banks,"1,152,355","600,363",,600.363
Cash equivalents,Cash equivalents,Cash equivalents,-,"5,000,000",,
,,,"1,152,355","5,600,363",,
