row_label_raw,row_label_full,col_0,31/12/2022VND’000,1/1/2022VND’000,numeric__31/12/2022VND’000,numeric__1/1/2022VND’000
Accrued interest expenses,Accrued interest expenses,Accrued interest expenses,"52,761,735","47,442,649",,
Others,Accrued interest expenses > Others,Others,"2,074,943","913,684",,913.684
,,,"54,836,678","48,356,333",,
