row_label_raw,row_label_full,col_0,Year of maturity,31/12/2022 VND’000,1/1/2022 VND’000,numeric__Year of maturity,numeric__31/12/2022 VND’000,numeric__1/1/2022 VND’000
Long-term bonds issued,Long-term bonds issued,Long-term bonds issued,Long-term bonds issued,Long-term bonds issued,Long-term bonds issued,,,
■ Secured bond issued,Long-term bonds issued > ■ Secured bond issued,■ Secured bond issued,2024,"1,000,000,000","1,000,000,000",2024.0,,
■ Secured bond issued,Long-term bonds issued > ■ Secured bond issued,■ Secured bond issued,2023,"1,500,000,000","1,500,000,000",2023.0,,
■ Secured bond issued,Long-term bonds issued > ■ Secured bond issued,■ Secured bond issued,2024,"500,000,000","500,000,000",2024.0,,
,,,,"3,000,000,000","3,000,000,000",,,
