row_label_raw,row_label_full,col_0,Share capital VND'000,Share premium VND'000,Retained profits after tax VND'000,Total VND'000,numeric__Share capital VND'000,numeric__Share premium VND'000,numeric__Retained profits after tax VND'000,numeric__Total VND'000
Balance at 1/1/2021,Balance at 1/1/2021,Balance at 1/1/2021,"10,991,554,200","1,098,259,892","67,310,703","12,157,124,795",,,,
Net profit for the year,Balance at 1/1/2021 > Net profit for the year,Net profit for the year,-,-,"510,158","510,158",,,510.158,510.158
Balance at 1/1/2022,Balance at 1/1/2022,Balance at 1/1/2022,"10,991,554,200","1,098,259,892","67,820,861","12,157,634,953",,,,
Net profit for the year,Balance at 1/1/2022 > Net profit for the year,Net profit for the year,-,-,"711,176","711,176",,,711.176,711.176
Balance at 31/12/2022,Balance at 31/12/2022,Balance at 31/12/2022,"10,991,554,200","1,098,259,892","68,532,037","12,158,346,129",,,,
