row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,711.885.618.719,1.382.636.866.815,,,711885618719.0,1382636866815.0
310,310,310,I. Nợ ngắn hạn,,680.813.315.268,1.333.853.382.911,,,680813315268.0,1333853382911.0
311,311,311,1. Phải trả người bán ngắn hạn,16,84.279.847.233,105.789.398.350,,16.0,84279847233.0,105789398350.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,30.584.951.046,26.896.953.272,,,30584951046.0,26896953272.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,189.450.065.481,303.485.907.690,,17.0,189450065481.0,303485907690.0
314,314,314,4. Phải trả người lao động,,50.042.948.456,50.431.993.566,,,50042948456.0,50431993566.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,20.975.779.928,16.919.577.500,,18.0,20975779928.0,16919577500.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,7.597.829.324,5.082.318.317,,,7597829324.0,5082318317.0
319,319,319,7. Phải trả ngắn hạn khác,19,115.791.696.667,640.912.245.165,,19.0,115791696667.0,640912245165.0
320,320,320,8. Vay ngắn hạn,21,167.508.709.843,167.752.702.680,,21.0,167508709843.0,167752702680.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",20,14.581.487.290,16.582.286.371,,20.0,14581487290.0,16582286371.0
330,330,330,II. Nợ dài hạn,,31.072.303.451,48.783.483.904,,,31072303451.0,48783483904.0
337,337,337,1. Phải trả dài hạn khác,19,11.565.376.405,8.704.336.476,,19.0,11565376405.0,8704336476.0
338,338,338,2. Vay dài hạn,21,14.040.289.058,37.632.940.358,,21.0,14040289058.0,37632940358.0
341,341,341,3. Thuế thu nhập doanh nghiệp hoãn lại phải trả,31.3,5.466.637.988,2.446.207.070,,313.0,5466637988.0,2446207070.0
