row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị còn lại,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị còn lại,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị còn lại,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị còn lại
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,1.574.786.630.650,-,1.574.786.630.650,1.715.075.612.152,-,1.715.075.612.152,1574786630650.0,,1574786630650.0,1715075612152.0,,1715075612152.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,19.636.832.789,-,19.636.832.789,19.878.068.121,-,19.878.068.121,19636832789.0,,19636832789.0,19878068121.0,,19878068121.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.594.423.463.439,-,1.594.423.463.439,1.734.953.680.273,-,1.734.953.680.273,1594423463439.0,,1594423463439.0,1734953680273.0,,1734953680273.0
