row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017,Đơn vị tính: VNDCho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016đến ngày 31 tháng12 năm 2016(Trình bày lại),numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017,numeric__Đơn vị tính: VNDCho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016đến ngày 31 tháng12 năm 2016(Trình bày lại)
Giá vốn của hoạt động khai thác rừng trồng,Giá vốn của hoạt động khai thác rừng trồng,Giá vốn của hoạt động khai thác rừng trồng,61.424.322.668,17.180.071.730,61424322668.0,17180071730.0
Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,831.525.035.950,333.478.340.611,831525035950.0,333478340611.0
Giá vốn bán thành phẩm,Giá vốn bán thành phẩm,Giá vốn bán thành phẩm,659.494.697.850,212.662.091.071,659494697850.0,212662091071.0
Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,20.181.030.904,5.481.289.588,20181030904.0,5481289588.0
Giá vốn từ doanh thu khác,Giá vốn từ doanh thu khác,Giá vốn từ doanh thu khác,52.671.150.337,20.201.248.093,52671150337.0,20201248093.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.625.296.237.709,589.003.041.093,1625296237709.0,589003041093.0
