row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016
Lương và thường,Lương và thường,Lương và thường,9.478.948.364,2.698.636.364,9478948364.0,2698636364.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.478.948.364,2.698.636.364,9478948364.0,2698636364.0
