row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.995.298.308.608,3.932.232.653.177,,,4995298308608.0,3932232653177.0
410,410,410,I. Vốn chủ sở hữu,22,4.994.197.531.298,3.930.969.057.908,,22.0,4994197531298.0,3930969057908.0
411,411,411,1. Vốn cổ phần đã góp,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
417,417,417,2. Chênh lệch tỷ giá hối đoái,,1.287.497.070,1.591.717.162,,,1287497070.0,1591717162.0
418,418,418,3. Quỹ đầu tư phát triển,,4.988.594.208,1.439.592.624,,,4988594208.0,1439592624.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,,48.852.285,48.852.285,,,48852285.0,48852285.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,1.418.743.755.351,364.746.973.329,,,1418743755351.0,364746973329.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối/(lỗ lũy kế) đến cuối kỳ trước,,358.254.396.567,(8.157.222.381),,,358254396567.0,-8157222381.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay/kỳ này,,1.060.489.358.784,372.904.195.710,,,1060489358784.0,372904195710.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,23,69.128.832.384,63.141.922.508,,23.0,69128832384.0,63141922508.0
430,430,430,II. Nguồn kính phí và quỹ khác,,1.100.777.310,1.263.595.269,,,1100777310.0,1263595269.0
431,431,431,1. Nguồn kính phí,,137.587.738,242.999.197,,,137587738.0,242999197.0
432,432,432,2. Nguồn kính phí đã hình thành TSCĐ,,963.189.572,1.020.596.072,,,963189572.0,1020596072.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.707.183.927.327,5.314.869.519.992,,,5707183927327.0,5314869519992.0
