row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm > Biến động trong năm > Số cuối năm,Công ty Cổ phần Lâm sản Forprodex > Giá trị đầu tư: > 229.876.220 > - > 229.876.220,Công ty Cổ phần Sản xuất & Xuất nhập khẩu Lâm sản Naforimex Hà Nội > Giá trị đầu tư: > 1.643.080.698(206.097.938) > 1.436.982.760,Công ty Cổ phần Thương mại Lâm sản Hà Nội > Giá trị đầu tư: > 6.000.000.000 > - > 6.000.000.000,Công ty Cổ phần Xuất nhập khẩu Lâm nông sản Sài Gòn > Giá trị đầu tư: > 3.063.845.562 > - > 3.063.845.562,Công ty Cổ phần Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam > Giá trị đầu tư: > 442.110.305 > - > 442.110.305,Công ty Cổ phần Giống Lâm nghiệp Trung ương > Giá trị đầu tư: > 125.915.764 > - > 125.915.764,Công ty Cổ phần Thương mại Công nghiệp và Chế biển gỗ > Giá trị đầu tư: > -,Công ty TNHH Vinafor Tân An Hòa Bình > Giá trị đầu tư: > 2.550.902.312(2.550.902.312) > -,Công ty Liên doanh Nuôi và Phát triển Khĩ Việt Nam > Giá trị đầu tư: > 19.258.002.922(823.604.253) > 18.434.398.669,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật > Giá trị đầu tư: > 22.525.816.641 > - > 22.525.816.641,numeric__Công ty Cổ phần Lâm sản Forprodex > Giá trị đầu tư: > 229.876.220 > - > 229.876.220,numeric__Công ty Cổ phần Sản xuất & Xuất nhập khẩu Lâm sản Naforimex Hà Nội > Giá trị đầu tư: > 1.643.080.698(206.097.938) > 1.436.982.760,numeric__Công ty Cổ phần Thương mại Lâm sản Hà Nội > Giá trị đầu tư: > 6.000.000.000 > - > 6.000.000.000,numeric__Công ty Cổ phần Xuất nhập khẩu Lâm nông sản Sài Gòn > Giá trị đầu tư: > 3.063.845.562 > - > 3.063.845.562,numeric__Công ty Cổ phần Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam > Giá trị đầu tư: > 442.110.305 > - > 442.110.305,numeric__Công ty Cổ phần Giống Lâm nghiệp Trung ương > Giá trị đầu tư: > 125.915.764 > - > 125.915.764,numeric__Công ty Cổ phần Thương mại Công nghiệp và Chế biển gỗ > Giá trị đầu tư: > -,numeric__Công ty TNHH Vinafor Tân An Hòa Bình > Giá trị đầu tư: > 2.550.902.312(2.550.902.312) > -,numeric__Công ty Liên doanh Nuôi và Phát triển Khĩ Việt Nam > Giá trị đầu tư: > 19.258.002.922(823.604.253) > 18.434.398.669,numeric__Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật > Giá trị đầu tư: > 22.525.816.641 > - > 22.525.816.641
Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết:,,,,,,,,,,
Số đầu năm,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết: > Số đầu năm,Số đầu năm,(229.876.220),41.274.822,(6.000.000.000),(157.905.565),223.390.665,1.144.640,-,(2.550.902.312),1.256.395.747,1.500.714.071,-229876220.0,41274822.0,-6000000000.0,-157905565.0,223390665.0,1144640.0,,-2550902312.0,1256395747.0,1500714071.0
Biến động trong năm,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết: > Biến động trong năm,Biến động trong năm,-,250.218.763,-,305.371.183,24.396.334,(127.060.404),-,2.550.902.312,804.601.604,4.130.687.199,,250218763.0,,305371183.0,24396334.0,-127060404.0,,2550902312.0,804601604.0,4130687199.0
Số cuối năm,Phần lợi nhuận/(lỗ) lũy kế sau khi mua công ty liên kết: > Số cuối năm,Số cuối năm,(229.876.220),291.493.585,(6.000.000.000),147.465.618,247.786.999,(125.915.764),-,-,2.060.997.351,5.631.401.270,-229876220.0,291493585.0,-6000000000.0,147465618.0,247786999.0,-125915764.0,,,2060997351.0,5631401270.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,-,1.684.355.520,-,2.905.939.997,665.500.970,127.060.404,-,-,20.514.398.669,24.026.530.712,,1684355520.0,,2905939997.0,665500970.0,127060404.0,,,20514398669.0,24026530712.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,-,1.728.476.345,-,3.211.311.180,689.897.304,-,-,-,20.495.396.020,28.157.217.911,,1728476345.0,,3211311180.0,689897304.0,,,,20495396020.0,28157217911.0
