row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,16.088.271.981,3.253.417.404,16088271981.0,3253417404.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,2.727.046.589,2.335.957.373,2727046589.0,2335957373.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,18.815.318.570,5.589.374.777,18815318570.0,5589374777.0
