row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGẮN HẠN,,3.414.396.727.591,2.761.547.732.172,,,3414396727591.0,2761547732172.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,189.375.414.120,103.572.688.236,,4.0,189375414120.0,103572688236.0
111,111,111,1. Tiền,,68.979.894.354,53.287.556.878,,,68979894354.0,53287556878.0
112,112,112,2. Các khoản tương đương tiền,,120.395.519.766,50.285.131.358,,,120395519766.0,50285131358.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,2.181.991.303.868,1.761.181.501.693,,5.0,2181991303868.0,1761181501693.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,2.181.991.303.868,1.761.181.501.693,,,2181991303868.0,1761181501693.0
130,130,130,III. Các khoản phải thu ngắn hạn,,294.186.208.739,306.753.391.354,,,294186208739.0,306753391354.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,127.421.830.516,170.511.104.288,,61.0,127421830516.0,170511104288.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,59.241.324.798,42.140.114.325,,62.0,59241324798.0,42140114325.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,26.114.222.916,11.630.334.336,,7.0,26114222916.0,11630334336.0
136,136,136,4. Phải thu ngắn hạn khác,8,118.890.684.211,107.751.692.644,,8.0,118890684211.0,107751692644.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6.1, 6.2,7,8",(37.481.853.702),(25.279.854.239),,,-37481853702.0,-25279854239.0
140,140,140,IV. Hàng tồn kho,9,721.424.398.391,567.442.784.576,,9.0,721424398391.0,567442784576.0
141,141,141,1. Hàng tồn kho,,735.844.842.074,570.189.941.820,,,735844842074.0,570189941820.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(14.420.443.683),(2.747.157.244),,,-14420443683.0,-2747157244.0
150,150,150,V. Tài sản ngắn hạn khác,,27.419.402.473,22.597.366.313,,,27419402473.0,22597366313.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,4.217.102.641,3.922.794.651,,15.0,4217102641.0,3922794651.0
152,152,152,2. Thuế GTGT được khấu trừ,,22.341.944.670,18.433.854.386,,,22341944670.0,18433854386.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,860.355.162,240.717.276,,17.0,860355162.0,240717276.0
