row_label_raw,row_label_full,Chỉ tiêu,Đã được trình bày trước đây,Điều chỉnh,Đơn vị tính: VND,numeric__Đã được trình bày trước đây,numeric__Điều chỉnh,numeric__Đơn vị tính: VND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,436.692.405.098,(50.529.036.775),386.163.368.323,436692405098.0,-50529036775.0,386163368323.0
Khẩu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,Khẩu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,Khẩu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,25.018.629.163,3.718.719.875,28.737.349.038,25018629163.0,3718719875.0,28737349038.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,29.965.240.772,(46.810.316.900),(16.845.076.128),29965240772.0,-46810316900.0,-16845076128.0
Tăng các khoản phải thu,Tăng các khoản phải thu,Tăng các khoản phải thu,(57.094.051.363),(3.921.460.076),(61.015.511.439),-57094051363.0,-3921460076.0,-61015511439.0
Tăng hàng tồn kho,Tăng hàng tồn kho,Tăng hàng tồn kho,(79.020.404.474),(133.378.512.307),(212.398.916.781),-79020404474.0,-133378512307.0,-212398916781.0
Tăng các khoản phải trả,Tăng các khoản phải trả,Tăng các khoản phải trả,69.859.585.281,189.274.711.547,259.134.296.828,69859585281.0,189274711547.0,259134296828.0
Giảm chi phí trả trước,Giảm chi phí trả trước,Giảm chi phí trả trước,5.365.750.702,(121.419.594),5.244.331.108,5365750702.0,-121419594.0,5244331108.0
Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,310.267.308,10.167.730,320.435.038,310267308.0,10167730.0,320435038.0
Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,(39.190.175.684),5.053.170.400,(34.137.005.284),-39190175684.0,5053170400.0,-34137005284.0
"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",(12.219.444.021),(5.053.169.148),(17.272.613.169),-12219444021.0,-5053169148.0,-17272613169.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(202.097.620.833),(223.500.131.358),(425.597.752.191),-202097620833.0,-223500131358.0,-425597752191.0
"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",5.497.219.455,223.285.131.358,228.782.350.813,5497219455.0,223285131358.0,228782350813.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,-,201.170.257.960,201.170.257.960,,201170257960.0,201170257960.0
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",209.731.716.787,(201.170.257.960),8.561.458.827,209731716787.0,-201170257960.0,8561458827.0
Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,1.144.316.843,(5.268.169.148),(4.123.852.305),1144316843.0,-5268169148.0,-4123852305.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,(1.779.871.459.446),(214.998.748),(1.780.086.458.194),-1779871459446.0,-214998748.0,-1780086458194.0
Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,103.787.686.984,(214.998.748),103.572.688.236,103787686984.0,-214998748.0,103572688236.0
