row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,,,,,,
"Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"") (i)","Tên công ty con > Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"") (i)","Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"") (i)",Kinh doanh BĐS,Đang hoạt động,"99,99",8.976.991.224.626,"99,99",7.476.991.224.626,,,99.99,8976991224626.0,99.99,7476991224626.0
"Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"")","Tên công ty con > Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"")","Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"")",Môi giới BĐS,Đang hoạt động,"60,33",2.015.908.236.056,"60,33",2.015.908.236.056,,,60.33,2015908236056.0,60.33,2015908236056.0
"Công ty TNHH Đầu tư Bất động sản Phúc Hưng Phát (""Phuc Hung Phát"") (ii)","Tên công ty con > Công ty TNHH Đầu tư Bất động sản Phúc Hưng Phát (""Phuc Hung Phát"") (ii)","Công ty TNHH Đầu tư Bất động sản Phúc Hưng Phát (""Phuc Hung Phát"") (ii)",Kinh doanh BĐS,Đang hoạt động,100,755.000.000.000,-,-,,,100.0,755000000000.0,,
"Công ty TNHH Đầu tư DHG (""Đầu tư DHG"") (ii)","Tên công ty con > Công ty TNHH Đầu tư DHG (""Đầu tư DHG"") (ii)","Công ty TNHH Đầu tư DHG (""Đầu tư DHG"") (ii)",Đầu tư,Đang hoạt động,85,297.500.000.000,-,-,,,85.0,297500000000.0,,
"Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"") (iv)","Tên công ty con > Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"") (iv)","Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"") (iv)",Kinh doanh BĐS,Đang hoạt động,48,166.496.340.000,"99,99",349.650.000.000,,,48.0,166496340000.0,99.99,349650000000.0
"Công ty Cổ phần Đất Xanh E&C (""Đất Xanh E&C"")","Tên công ty con > Công ty Cổ phần Đất Xanh E&C (""Đất Xanh E&C"")","Công ty Cổ phần Đất Xanh E&C (""Đất Xanh E&C"")",Kinh doanh BĐS,Đang hoạt động,76,75.500.000.000,76,73.500.000.000,,,76.0,75500000000.0,76.0,73500000000.0
"Công ty TNHH MTV Đất Xanh Tech (""Dat Xanh Tech"") (iii)","Tên công ty con > Công ty TNHH MTV Đất Xanh Tech (""Dat Xanh Tech"") (iii)","Công ty TNHH MTV Đất Xanh Tech (""Dat Xanh Tech"") (iii)",Đầu tư,Đang hoạt động,100,10.150.000.000,-,-,,,100.0,10150000000.0,,
"Công ty TNHH Athena Invest (""Anthena Invest"") (iii)","Tên công ty con > Công ty TNHH Athena Invest (""Anthena Invest"") (iii)","Công ty TNHH Athena Invest (""Anthena Invest"") (iii)",Đầu tư,Đang hoạt động,100,640.000.000,-,-,,,100.0,640000000.0,,
"Công ty TNHH Patheon Holdings (""Pathenon Holdings"") (iii)","Tên công ty con > Công ty TNHH Patheon Holdings (""Pathenon Holdings"") (iii)","Công ty TNHH Patheon Holdings (""Pathenon Holdings"") (iii)",Đầu tư,Đang hoạt động,100,640.000.000,-,-,,,100.0,640000000.0,,
"Công ty TNHH Đất Xanh Finance (""Đất Xanh Finance"") (iii)","Tên công ty con > Công ty TNHH Đất Xanh Finance (""Đất Xanh Finance"") (iii)","Công ty TNHH Đất Xanh Finance (""Đất Xanh Finance"") (iii)",Đầu tư,Đang hoạt động,100,50.000.000,-,-,,,100.0,50000000.0,,
"Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"") (iv)","Tên công ty con > Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"") (iv)","Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"") (iv)",Kinh doanh BĐS,Đang hoạt động,-,-,"99,99",264.605.025.849,,,,,99.99,264605025849.0
"Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"") (iv)","Tên công ty con > Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"") (iv)","Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"") (iv)",Kinh doanh và môi giới BĐS,Đang hoạt động,-,-,"99,99",51.704.440.894,,,,,99.99,51704440894.0
TỔNG CỘNG,Tên công ty con > TỔNG CỘNG,TỔNG CỘNG,,,,12.298.875.800.682,,10.232.358.927.425,,,,12298875800682.0,,10232358927425.0
Dự phòng đầu tư vào công ty con,Tên công ty con > Dự phòng đầu tư vào công ty con,Dự phòng đầu tư vào công ty con,,,,(17.324.947.848),,(18.077.207.067),,,,-17324947848.0,,-18077207067.0
GIÁ TRI THUÀN,Tên công ty con > GIÁ TRI THUÀN,GIÁ TRI THUÀN,,,,12.281.550.852.834,,10.214.281.720.358,,,,12281550852834.0,,10214281720358.0
