row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Hà An,Hà An,Hà An,Góp vốn,1.500.000.000.000,3.281.974.000.000,,1500000000000.0,3281974000000.0
Hà An,Hà An,Hà An,Vay,1.080.000.000.000,-,,1080000000000.0,
Hà An,Hà An,Hà An,Cổ tức,699.999.076.278,300.000.000.000,,699999076278.0,300000000000.0
Hà An,Hà An,Hà An,Doanh thu phát triển dự án,309.700.000.000,143.300.000.000,,309700000000.0,143300000000.0
Hà An,Hà An,Hà An,Doanh thu cho thuê BDS,16.534.017.591,15.903.460.403,,16534017591.0,15903460403.0
Hà An,Hà An,Hà An,Ứng trước góp vốn,47.000.000.000,1.490.000.000.000,,47000000000.0,1490000000000.0
Hà An,Hà An,Hà An,Chuyển nhượng cổ phần,-,2.499.980.000.000,,,2499980000000.0
Hội An Invest,Hội An Invest,Hội An Invest,Hoàn tiền đi vay,879.725.000.000,-,,879725000000.0,
Hội An Invest,Hội An Invest,Hội An Invest,Chuyển nhượng cổ phần,499.528.230.000,-,,499528230000.0,
Hội An Invest,Hội An Invest,Hội An Invest,Hoàn tiền HĐHTKD,499.526.000.000,130.000.000.000,,499526000000.0,130000000000.0
Hội An Invest,Hội An Invest,Hội An Invest,Lãi vay,86.978.576.713,71.037.821.916,,86978576713.0,71037821916.0
Hội An Invest,Hội An Invest,Hội An Invest,Góp vốn,-,1.500.000.000.000,,,1500000000000.0
Hội An Invest,Hội An Invest,Hội An Invest,Đi vay,-,1.457.000.000.000,,,1457000000000.0
Phước Sơn,Phước Sơn,Phước Sơn,Cán trừ khoản vay,1.080.000.000.000,-,,1080000000000.0,
Phước Sơn,Phước Sơn,Phước Sơn,Lãi vay,61.130.958.904,3.669.041.096,,61130958904.0,3669041096.0
Phước Sơn,Phước Sơn,Phước Sơn,Vay,-,1.080.000.000.000,,,1080000000000.0
Phúc Hưng Phát,Phúc Hưng Phát,Phúc Hưng Phát,Góp vốn,755.000.000.000,-,,755000000000.0,
Đầu tư DHG,Đầu tư DHG,Đầu tư DHG,Góp vốn,297.500.000.000,-,,297500000000.0,
Saigon Riverside,Saigon Riverside,Saigon Riverside,Hoàn tiền HĐHTKD,32.000.000.000,167.000.000,,32000000000.0,167000000.0
Saigon Riverview,Saigon Riverview,Saigon Riverview,Cho vay,16.600.000.000,2.125.000.000,,16600000000.0,2125000000.0
Saigon Riverview,Saigon Riverview,Saigon Riverview,Lãi cho vay,1.703.481.158,352.086.472,,1703481158.0,352086472.0
Vicco Saigon,Vicco Saigon,Vicco Saigon,Phí dịch vụ,10.349.816.796,11.290.709.232,,10349816796.0,11290709232.0
Vicco Saigon,Vicco Saigon,Vicco Saigon,Góp vốn,-,6.750.000.000,,,6750000000.0
Đất Xanh Tech,Đất Xanh Tech,Đất Xanh Tech,Góp vốn,10.150.000.000,-,,10150000000.0,
Dat Xanh MienTrung,Dat Xanh MienTrung,Dat Xanh MienTrung,Doanh thu dịch vụ BDS,8.436.185.024,43.367.677.784,,8436185024.0,43367677784.0
Dất Xanh E&C,Dất Xanh E&C,Dất Xanh E&C,Góp vốn,2.000.000.000,73.500.000.000,,2000000000.0,73500000000.0
Dất Xanh E&C,Dất Xanh E&C,Dất Xanh E&C,Chuyển nhượng cổ phần,-,51.000.000.000,,,51000000000.0
Athena Invest,Athena Invest,Athena Invest,Góp vốn,640.000.000,-,,640000000.0,
Patheon Holdings,Patheon Holdings,Patheon Holdings,Góp vốn,640.000.000,-,,640000000.0,
Dat Xanh Mien Nam,Dat Xanh Mien Nam,Dat Xanh Mien Nam,Nhận dịch vụ môi giới BDS,476.222.143,820.846.923,,476222143.0,820846923.0
Đất Xanh Finance,Đất Xanh Finance,Đất Xanh Finance,Góp vốn,50.000.000,-,,50000000.0,
Dat Xanh Mien Bac,Dat Xanh Mien Bac,Dat Xanh Mien Bac,Vốn góp theo HĐHTKD,-,13.266.000.000,,,13266000000.0
DXI,DXI,DXI,Cho vay,-,41.867.336.165,,,41867336165.0
DXI,DXI,DXI,Nhận ký quý,-,23.800.000.000,,,23800000000.0
DXI,DXI,DXI,Lãi cho vay,-,1.666.944.818,,,1666944818.0
