row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,616.861.471.042,1.612.064.199.379,616861471042.0,1612064199379.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,123.372.294.208,322.412.839.876,123372294208.0,322412839876.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(57.517.859.287),,-57517859287.0
Cổ tức nhận được,Các khoản điều chỉnh: > Cổ tức nhận được,Cổ tức nhận được,(139.999.815.256),(60.000.000.000),-139999815256.0,-60000000000.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,262.849.457,,262849457.0,
Lỗ thuế không ghi nhận tài sản thuế thu nhập hoãn lại,Các khoản điều chỉnh: > Lỗ thuế không ghi nhận tài sản thuế thu nhập hoãn lại,Lỗ thuế không ghi nhận tài sản thuế thu nhập hoãn lại,155.762.888,,155762888.0,
Hoàn nhập dự phòng,Các khoản điều chỉnh: > Hoàn nhập dự phòng,Hoàn nhập dự phòng,-,(3.060.376.977),,-3060376977.0
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,30.469.784.411,22.406.307.252,30469784411.0,22406307252.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,14.260.875.708,224.240.910.864,14260875708.0,224240910864.0
