row_label_raw,row_label_full,Đầu tư vào công ty con(Thuyết minh số 16.1),Số cuối năm > 12.298.875.800.682,VND Số đầu năm > 10.232.358.927.425,numeric__Số cuối năm > 12.298.875.800.682,numeric__VND Số đầu năm > 10.232.358.927.425
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(17.324.947.848),(18.077.207.067),-17324947848.0,-18077207067.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.281.550.852.834,10.214.281.720.358,12281550852834.0,10214281720358.0
