row_label_raw,row_label_full,Cho vay bên liên quan (Thuyết minh số 30),Số cuối năm > 20.993.934.820,VND Số đầu năm > 4.160.934.820,numeric__Số cuối năm > 20.993.934.820,numeric__VND Số đầu năm > 4.160.934.820
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,20.993.934.820,2.035.934.820,20993934820.0,2035934820.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,-,2.125.000.000,,2125000000.0
