row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,13.591.395.433.199,11.778.734.321.870,,13591395433199.0,11778734321870.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(6.470.355.792.631),(5.643.668.300.733),,-6470355792631.0,-5643668300733.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,1.014.151.753.665,784.410.124.817,,1014151753665.0,784410124817.0
"Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tê, vàng bạc, chứng khoán)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tê, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tê, vàng bạc, chứng khoán)",,(50.123.024.708),1.961.037.845.850,,-50123024708.0,1961037845850.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,310.477.615.501,273.383.163.465,,310477615501.0,273383163465.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",32,351.078.636.811,133.087.089.496,32.0,351078636811.0,133087089496.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(2.993.178.684.445),(2.393.427.646.273),,-2993178684445.0,-2393427646273.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,23,(873.300.189.630),(1.154.658.377.336),23.0,-873300189630.0,-1154658377336.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,4.880.145.747.762,5.738.898.221.156,,4880145747762.0,5738898221156.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,,,
Tăng các khoản tiền gửi tại và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > Tăng các khoản tiền gửi tại và cho vay các TCTD khác,Tăng các khoản tiền gửi tại và cho vay các TCTD khác,,(746.913.298.251),(267.496.751.992),,-746913298251.0,-267496751992.0
Giảm/(tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản về kinh doanh chứng khoán,Giảm/(tăng) các khoản về kinh doanh chứng khoán,,8.035.225.446.983,(11.008.827.893.127),,8035225446983.0,-11008827893127.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,,(234.237.166.707),(60.218.702.620),,-234237166707.0,-60218702620.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(17.751.836.724.170),(12.423.513.872.301),,-17751836724170.0,-12423513872301.0
Giảm nguồn dự phòng để bù đắp tồn thất,Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để bù đắp tồn thất,Giảm nguồn dự phòng để bù đắp tồn thất,11,(601.301.819.126),(821.923.486.855),11.0,-601301819126.0,-821923486855.0
Tăng khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(644.320.388.069),(2.956.216.736.845),,-644320388069.0,-2956216736845.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,,,
Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Tăng/(giảm) các khoản nợ Chính phủ và NHNN,,2.464.022.788.555,(21.583.349.032),,2464022788555.0,-21583349032.0
"(Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD","Những thay đổi về công nợ hoạt động > (Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD","(Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD",,(9.399.381.469.144),9.200.303.611.852,,-9399381469144.0,9200303611852.0
Tăng tiền gửi của khách hàng,Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,3.398.576.534.679,11.633.237.164.775,,3398576534679.0,11633237164775.0
Tăng phát hành giấy tờ có giá,Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,9.394.087.500.000,6.294.087.500.000,,9394087500000.0,6294087500000.0
"(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > (Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,(1.827.928.447.788),60.982.125.407,,-1827928447788.0,60982125407.0
Tăng khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,1.322.779.530.704,195.743.108.533,,1322779530704.0,195743108533.0
Chi từ các quỹ của tổ chức tin dụng,Những thay đổi về công nợ hoạt động > Chi từ các quỹ của tổ chức tin dụng,Chi từ các quỹ của tổ chức tin dụng,22,(7.173.752.799),(7.141.333.333),22.0,-7173752799.0,-7141333333.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(1.718.255.517.371),5.556.329.605.618,,-1718255517371.0,5556329605618.0
