row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",5.417.610.744,2.521.043.931,5417610744.0,2521043931.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.030.006.109.354,1.584.030.955.007,2030006109354.0,1584030955007.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,1.819.400.972.627,1.410.204.650.164,1819400972627.0,1410204650164.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,133.364.781.365,113.784.298.441,133364781365.0,113784298441.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,834.267.462,426.959.674,834267462.0,426959674.0
- Chi khác,Trong đó: > - Chi khác,- Chi khác,76.406.087.900,59.615.046.728,76406087900.0,59615046728.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,411.791.512.218,374.599.267.142,411791512218.0,374599267142.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Khấu hao và hao mòn tài sản cố định,Trong đó: > - Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,98.438.354.804,97.024.064.734,98438354804.0,97024064734.0
- Chi phí tài sản khác,Trong đó: > - Chi phí tài sản khác,- Chi phí tài sản khác,313.353.157.414,277.575.202.408,313353157414.0,277575202408.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,552.496.210.602,371.503.765.301,552496210602.0,371503765301.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",77.090.914.887,70.934.635.791,77090914887.0,70934635791.0
Hoàn nhập dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),Trong đó: > Hoàn nhập dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),Hoàn nhập dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),-,(666.102.001),,-666102001.0
,,,3.076.802.357.805,2.402.923.565.171,3076802357805.0,2402923565171.0
