row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm,Năm nay VND > 1.656.750.770.246 > 3.038.533.342.183,Năm trước VND > 1.718.781.687.006 > 65.785.631.877,numeric__Năm nay VND > 1.656.750.770.246 > 3.038.533.342.183,numeric__Năm trước VND > 1.718.781.687.006 > 65.785.631.877
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(17.565.022.165),(36.890.500.656),-17565022165.0,-36890500656.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(25.158.284.949),(10.416.896.151),-25158284949.0,-10416896151.0
Chuyển sang tài sản khác,Chuyển sang tài sản khác,Chuyển sang tài sản khác,(23.250.259.871),(25.509.151.830),-23250259871.0,-25509151830.0
Thanh lý hợp đồng mua sắm tài sản cố định,Thanh lý hợp đồng mua sắm tài sản cố định,Thanh lý hợp đồng mua sắm tài sản cố định,(1.600.000.000.000),(55.000.000.000),-1600000000000.0,-55000000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,3.029.310.545.444,1.656.750.770.246,3029310545444.0,1656750770246.0
