row_label_raw,row_label_full,col_0,col_1,Số dư cuối nămVND,Số dư đầu nămVND,numeric__col_1,numeric__Số dư cuối nămVND,numeric__Số dư đầu nămVND
,,,,Lãi cho vay chưa thu đượcPhí phải thu chưa thu được,2.363.531.193.541883.760.054.746,,,2.3635311935418837e+24
,,,,Lãi cho vay chưa thu đượcPhí phải thu chưa thu được,3.247.291.248.287,,,3247291248287.0
40.,40.,40.,NỘ KHỐ ĐỜI ĐÃ XÙ LÝ,Số dư cuối nămVND,Số dư đầu nămVND,,,
40.,40. > 40.,40.,Nợ gốc của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,4.307.741.445.619,4.017.403.973.353,,4307741445619.0,4017403973353.0
40.,40. > 40.,40.,Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,3.486.907.703.767,3.172.307.701.117,,3486907703767.0,3172307701117.0
40.,40. > 40.,40.,Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,7.794.649.149.386,7.189.711.674.470,,7794649149386.0,7189711674470.0
41.,41.,41.,TÀI SẢN VÀ CHỨNG TỪ KHÁC,Số dư cuối nămVND,Số dư đầu nămVND,,,
41.,41. > 41.,41.,Các chứng từ có giá trị khác đang bảo quản,15.659.938.327.414,17.181.641.085.958,,15659938327414.0,17181641085958.0
41.,41. > 41.,41.,Tài sân khác giữ hộ,14.380.127.371.130,18.940.871.478.797,,14380127371130.0,18940871478797.0
41.,41. > 41.,41.,Tài sân bảo đảm nhận thay thế,1.289.166.846.231,70.032.689.544,,1289166846231.0,70032689544.0
41.,41. > 41.,41.,Tài sân thuê ngoài,20.329.357.200,20.329.357.200,,20329357200.0,20329357200.0
41.,41. > 41.,41.,"Kim loại quỷ, đa quỷ giữ hộ",3.248.700.000,2.996.350.000,,3248700000.0,2996350000.0
41.,41. > 41.,41.,,31.352.810.601.975,36.215.870.961.499,,31352810601975.0,36215870961499.0
