row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,121.258.379.669,111.634.639.953,121258379669.0,111634639953.0
Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,4.219.943.119.545,6.410.311.644.010,4219943119545.0,6410311644010.0
- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,2.308.234.893.757,1.174.338.315.334,2308234893757.0,1174338315334.0
- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),1.510.569.126.468,4.837.367.513.959,1510569126468.0,4837367513959.0
- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),190.824.134.907,199.710.728.960,190824134907.0,199710728960.0
- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,48.185.824.936,55.876.779.106,48185824936.0,55876779106.0
- Tạm ứng án phí,- Tạm ứng án phí,- Tạm ứng án phí,29.383.362.319,25.423.491.071,29383362319.0,25423491071.0
- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,22.552.800,90.601.465,22552800.0,90601465.0
- Thuế phải thu,- Thuế phải thu,- Thuế phải thu,567.277.790,505.746.922,567277790.0,505746922.0
- Các khoản phải thu khác,- Các khoản phải thu khác,- Các khoản phải thu khác,132.155.946.568,116.998.467.193,132155946568.0,116998467193.0
,,,4.341.201.499.214,6.521.946.283.963,4341201499214.0,6521946283963.0
