row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải nộpđầu nămVND > 32.752.423.314,Số phải thuđầu nămVND > 38.169.987,Phát sinh trong năm > Số phải nộpVND > 123.248.377.989,Phát sinh trong năm > Số đã nộpVND > (109.655.307.173),Số phải nộpcuối nămVND > 46.403.908.753,Số phải thucuối nămVND > 96.584.610,numeric__Số phải nộpđầu nămVND > 32.752.423.314,numeric__Số phải thuđầu nămVND > 38.169.987,numeric__Phát sinh trong năm > Số phải nộpVND > 123.248.377.989,numeric__Phát sinh trong năm > Số đã nộpVND > (109.655.307.173),numeric__Số phải nộpcuối nămVND > 46.403.908.753,numeric__Số phải thucuối nămVND > 96.584.610
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,340.906.639.342,467.576.935,879.589.703.439,(873.300.189.630),347.196.153.151,467.576.935,340906639342.0,467576935.0,879589703439.0,-873300189630.0,347196153151.0,467576935.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.473.096.344,-,149.029.531.519,(150.487.457.078),8.018.287.030,3.116.245,9473096344.0,,149029531519.0,-150487457078.0,8018287030.0,3116245.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,775.483.105,-,8.389.496.280,(7.662.443.857),1.502.535.528,-,775483105.0,,8389496280.0,-7662443857.0,1502535528.0,
Thuế nhà đất,Thuế nhà đất,Thuế nhà đất,-,-,376.729.824,(376.729.824),-,-,,,376729824.0,-376729824.0,,
Thuế khác,Thuế khác,Thuế khác,-,-,150.000.000,(150.000.000),-,-,,,150000000.0,-150000000.0,,
,,,383.907.642.105,505.746.922,1.160.783.839.051,(1.141.632.127.562),403.120.884.462,567.277.790,383907642105.0,505746922.0,1160783839051.0,-1141632127562.0,403120884462.0,567277790.0
