row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.124.580.409.488,867.740.348.909,1124580409488.0,867740348909.0
Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,432.510.995.595,351.749.752.734,432510995595.0,351749752734.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,173.159.179.344,157.194.241.200,173159179344.0,157194241200.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,70.000.476.772,69.510.723.985,70000476772.0,69510723985.0
Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,15.993.194.646,10.615.094.546,15993194646.0,10615094546.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,4.173.112.120,2.493.849.397,4173112120.0,2493849397.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,428.743.451.011,276.176.687.047,428743451011.0,276176687047.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(110.406.103.023),(83.239.622.627),-110406103023.0,-83239622627.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(24.357.686.364),(14.080.774.290),-24357686364.0,-14080774290.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(11.125.074.890),(10.943.648.218),-11125074890.0,-10943648218.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(4.087.500.000),(2.043.750.000),-4087500000.0,-2043750000.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(2.314.195.505),(953.026.694),-2314195505.0,-953026694.0
Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,(937.931.202),(979.259.164),-937931202.0,-979259164.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,,(2.418.750.000),,-2418750000.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(67.583.715.062),(51.820.414.261),-67583715062.0,-51820414261.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.014.174.306.465,784.500.726.282,1014174306465.0,784500726282.0
